"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Guadalupe","New Mexico","NM","0","Republican","0.0","330","Democrat","45.300000000000004","0","Republican","0.0","0","Republican","0.0","66","Republican","60.0","399","Democrat","54.7","0","Republican","0.0","1","Republican","0.9000000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","30","Republican","27.3","0","N/A","0.0"
"Guadalupe","Texas","TX","857","Republican","4.1000000000000005","2061","Democrat","34.8","0","Republican","0.0","0","Republican","0.0","5878","Republican","28.300000000000004","3787","Democrat","64.0","0","Republican","0.0","599","Republican","2.9000000000000004","3573","Republican","17.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9283","Republican","44.800000000000004","0","N/A","0.0"
"Guernsey","Ohio","OH","0","Republican","0.0","1228","Democrat","45.2","0","Republican","0.0","0","Republican","0.0","3029","Republican","43.8","1440","Democrat","53.0","0","Republican","0.0","2661","Republican","38.5","164","Republican","2.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","949","Republican","13.699999999999998","0","N/A","0.0"
"Guildhall","Vermont","VT","1","Republican","1.9","48","Democrat","88.9","0","Republican","0.0","0","Republican","0.0","26","Republican","49.1","6","Democrat","11.1","0","Republican","0.0","11","Republican","20.8","6","Republican","11.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","8","Republican","15.1","0","N/A","0.0"
"Guilford","Connecticut","CT","0","Republican","0.0","1483","Democrat","44.7","0","Republican","0.0","0","Republican","0.0","973","Republican","52.7","1812","Democrat","54.6","0","Republican","0.0","588","Republican","31.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","244","Republican","13.200000000000001","0","N/A","0.0"
"Guilford","Maine","ME","0","Republican","0.0","2","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Guilford","North Carolina","NC","0","Republican","0.0","28204","Democrat","41.699999999999996","0","Republican","0.0","0","Republican","0.0","18445","Republican","34.5","37880","Democrat","56.00000000000001","0","Republican","0.0","8546","Republican","16.0","4766","Republican","8.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","20265","Republican","38.0","0","N/A","0.0"
"Guilford","Vermont","VT","5","Republican","3.8","565","Democrat","90.4","0","Republican","0.0","0","Republican","0.0","51","Republican","38.9","57","Democrat","9.1","0","Republican","0.0","32","Republican","24.4","27","Republican","20.599999999999998","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","14","Republican","10.7","0","N/A","0.0"
"Gulf","Florida","FL","0","Republican","0.0","520","Democrat","43.4","0","Republican","0.0","0","Republican","0.0","1038","Republican","49.6","568","Democrat","47.4","0","Republican","0.0","89","Republican","4.3","392","Republican","18.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","517","Republican","24.7","0","N/A","0.0"
"Gunnison","Colorado","CO","0","Republican","0.0","481","Democrat","76.3","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","141","Democrat","22.400000000000002","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Guthrie","Iowa","IA","107","Republican","14.2","180","Democrat","45.0","18","Republican","2.4","9","Republican","1.2","208","Republican","27.6","220","Democrat","55.00000000000001","16","Republican","2.1","2","Republican","0.3","118","Republican","15.6","0","Democrat","0.0","23","Republican","3.1","0","N/A","0.0","28","Republican","3.7000000000000006","7","Republican","0.9000000000000001","218","Republican","28.9","0","N/A","0.0"
"Gwinnett","Georgia","GA","5029","Republican","5.1","18883","Democrat","33.4","0","Republican","0.0","0","Republican","0.0","32014","Republican","32.5","37465","Democrat","66.2","0","Republican","0.0","5457","Republican","5.5","29652","Republican","30.099999999999998","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","25313","Republican","25.7","0","N/A","0.0"
"Haakon","South Dakota","SD","0","Republican","0.0","53","Democrat","69.7","0","Republican","0.0","0","Republican","0.0","397","Republican","80.4","23","Democrat","30.3","0","Republican","0.0","39","Republican","7.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","58","Republican","11.700000000000001","0","N/A","0.0"
"Habersham","Georgia","GA","587","Republican","7.5","553","Democrat","47.3","0","Republican","0.0","0","Republican","0.0","3289","Republican","41.8","608","Democrat","52.0","0","Republican","0.0","310","Republican","3.9","1491","Republican","18.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2090","Republican","26.6","0","N/A","0.0"
"Haddam","Connecticut","CT","0","Republican","0.0","604","Democrat","56.60000000000001","0","Republican","0.0","0","Republican","0.0","495","Republican","61.6","437","Democrat","41.0","0","Republican","0.0","206","Republican","25.7","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","95","Republican","11.799999999999999","0","N/A","0.0"
"Hadley","Massachusetts","MA","10","Republican","2.0","927","Democrat","61.1","0","Republican","0.0","0","Republican","0.0","217","Republican","42.9","573","Democrat","37.7","0","Republican","0.0","139","Republican","27.500000000000004","82","Republican","16.2","0","Democrat","0.0","0","Republican","0.0","12","N/A","0.8","0","Republican","0.0","0","Republican","0.0","52","Republican","10.299999999999999","0","N/A","0.0"
"Hale","Alabama","AL","88","Republican","7.8","427","Democrat","14.000000000000002","0","Republican","0.0","0","Republican","0.0","590","Republican","52.1","2426","Democrat","79.6","0","Republican","0.0","24","Republican","2.1","132","Republican","11.700000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","283","Republican","25.0","0","N/A","0.0"
"Hale","Texas","TX","319","Republican","7.200000000000001","176","Democrat","34.0","0","Republican","0.0","0","Republican","0.0","920","Republican","20.9","312","Democrat","60.3","0","Republican","0.0","97","Republican","2.1999999999999997","701","Republican","15.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2202","Republican","50.0","0","N/A","0.0"
"Halifax","Massachusetts","MA","34","Republican","2.8000000000000003","737","Democrat","59.699999999999996","0","Republican","0.0","0","Republican","0.0","713","Republican","58.099999999999994","486","Democrat","39.4","0","Republican","0.0","168","Republican","13.699999999999998","155","Republican","12.6","0","Democrat","0.0","0","Republican","0.0","8","N/A","0.6","0","Republican","0.0","0","Republican","0.0","124","Republican","10.100000000000001","0","N/A","0.0"
"Halifax","North Carolina","NC","0","Republican","0.0","2313","Democrat","24.8","0","Republican","0.0","0","Republican","0.0","1274","Republican","51.5","6224","Democrat","66.7","0","Republican","0.0","165","Republican","6.7","135","Republican","5.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","818","Republican","33.1","0","N/A","0.0"
"Halifax","Virginia","VA","302","Republican","7.6","403","Democrat","18.600000000000005","0","Republican","0.0","0","Republican","0.0","2157","Republican","54.50000000000001","1754","Democrat","80.8","0","Republican","0.0","143","Republican","3.6000000000000005","640","Republican","16.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","696","Republican","17.6","0","N/A","0.0"
"Halifax","Vermont","VT","8","Republican","6.800000000000001","189","Democrat","87.9","0","Republican","0.0","0","Republican","0.0","52","Republican","44.1","26","Democrat","12.1","0","Republican","0.0","17","Republican","14.400000000000002","22","Republican","18.600000000000005","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","14","Republican","11.899999999999999","0","N/A","0.0"
"Hall","Georgia","GA","2294","Republican","7.000000000000001","2245","Democrat","38.9","0","Republican","0.0","0","Republican","0.0","12536","Republican","38.5","3482","Democrat","60.3","0","Republican","0.0","1536","Republican","4.7","6779","Republican","20.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9067","Republican","27.800000000000004","0","N/A","0.0"
"Hall","Nebraska","NE","0","Republican","0.0","370","Democrat","55.3","0","Republican","0.0","0","Republican","0.0","3818","Republican","65.0","299","Democrat","44.7","0","Republican","0.0","689","Republican","11.700000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","899","Republican","15.299999999999999","0","N/A","0.0"
"Hall","Texas","TX","27","Republican","5.2","28","Democrat","28.6","0","Republican","0.0","0","Republican","0.0","156","Republican","30.099999999999998","63","Democrat","64.3","0","Republican","0.0","6","Republican","1.2","33","Republican","6.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","270","Republican","52.0","0","N/A","0.0"
"Hallowell","Maine","ME","0","Republican","0.0","7","Democrat","58.3","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","5","Democrat","41.699999999999996","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Hamblen","Tennessee","TN","827","Republican","7.8","682","Democrat","40.5","0","Republican","0.0","0","Republican","0.0","4690","Republican","44.4","951","Democrat","56.49999999999999","0","Republican","0.0","492","Republican","4.7","1954","Republican","18.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2231","Republican","21.099999999999998","0","N/A","0.0"
"Hamden","Connecticut","CT","0","Republican","0.0","3641","Democrat","41.9","0","Republican","0.0","0","Republican","0.0","1189","Republican","54.89999999999999","4914","Democrat","56.49999999999999","0","Republican","0.0","558","Republican","25.7","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","368","Republican","17.0","0","N/A","0.0"
"Hamilton","Florida","FL","0","Republican","0.0","479","Democrat","34.6","0","Republican","0.0","0","Republican","0.0","581","Republican","56.8","758","Democrat","54.7","0","Republican","0.0","29","Republican","2.8000000000000003","126","Republican","12.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","252","Republican","24.7","0","N/A","0.0"
"Hamilton","Iowa","IA","89","Republican","9.3","246","Democrat","41.099999999999994","14","Republican","1.5","21","Republican","2.1999999999999997","269","Republican","28.1","353","Democrat","58.9","13","Republican","1.4000000000000001","20","Republican","2.1","159","Republican","16.6","0","Democrat","0.0","25","Republican","2.6","0","N/A","0.0","48","Republican","5.0","20","Republican","2.1","277","Republican","28.9","0","N/A","0.0"
"Hamilton","Illinois","IL","0","Republican","0.0","485","Democrat","49.70000000000001","0","Republican","0.0","0","Republican","0.0","766","Republican","46.400000000000006","418","Democrat","42.8","0","Republican","0.0","135","Republican","8.2","98","Republican","5.8999999999999995","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","604","Republican","36.6","0","N/A","0.0"
"Hamilton","Indiana","IN","0","Republican","0.0","14557","Democrat","54.2","0","Republican","0.0","0","Republican","0.0","35031","Republican","46.2","12297","Democrat","45.800000000000004","0","Republican","0.0","9594","Republican","12.7","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","29396","Republican","38.800000000000004","0","N/A","0.0"
"Hamilton","Massachusetts","MA","24","Republican","1.8000000000000003","829","Democrat","53.900000000000006","0","Republican","0.0","0","Republican","0.0","435","Republican","32.6","693","Democrat","45.1","0","Republican","0.0","381","Republican","28.6","320","Republican","24.0","0","Democrat","0.0","0","Republican","0.0","7","N/A","0.5","0","Republican","0.0","0","Republican","0.0","134","Republican","10.100000000000001","0","N/A","0.0"
"Hamilton","Nebraska","NE","0","Republican","0.0","44","Democrat","65.7","0","Republican","0.0","0","Republican","0.0","1030","Republican","54.29999999999999","23","Democrat","34.300000000000004","0","Republican","0.0","206","Republican","10.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","492","Republican","25.900000000000002","0","N/A","0.0"
"Hamilton","New York","NY","0","Republican","0.0","210","Democrat","63.1","0","Republican","0.0","0","Republican","0.0","501","Republican","51.300000000000004","123","Democrat","36.9","0","Republican","0.0","297","Republican","30.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","178","Republican","18.2","0","N/A","0.0"
"Hamilton","Ohio","OH","0","Republican","0.0","38956","Democrat","40.2","0","Republican","0.0","0","Republican","0.0","40951","Republican","29.100000000000005","57687","Democrat","59.5","0","Republican","0.0","67510","Republican","47.9","15122","Republican","10.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","15122","Republican","10.7","0","N/A","0.0"
"Hamilton","Tennessee","TN","5075","Republican","9.8","8411","Democrat","34.7","0","Republican","0.0","0","Republican","0.0","16985","Republican","32.9","15598","Democrat","64.4","0","Republican","0.0","3641","Republican","7.1","14391","Republican","27.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9625","Republican","18.7","0","N/A","0.0"
"Hamilton","Texas","TX","94","Republican","4.3","84","Democrat","40.2","0","Republican","0.0","0","Republican","0.0","698","Republican","32.1","118","Democrat","56.49999999999999","0","Republican","0.0","47","Republican","2.1999999999999997","200","Republican","9.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1065","Republican","48.9","0","N/A","0.0"
"Hamlin","Maine","ME","0","Republican","0.0","1","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Hamlin","South Dakota","SD","0","Republican","0.0","125","Democrat","40.8","0","Republican","0.0","0","Republican","0.0","489","Republican","60.8","181","Democrat","59.20000000000001","0","Republican","0.0","119","Republican","14.800000000000002","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","196","Republican","24.4","0","N/A","0.0"
"Hammond","Maine","ME","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Hampden","Massachusetts","MA","34","Republican","3.8","375","Democrat","52.7","0","Republican","0.0","0","Republican","0.0","437","Republican","49.20000000000001","319","Democrat","44.800000000000004","0","Republican","0.0","161","Republican","18.099999999999998","128","Republican","14.400000000000002","0","Democrat","0.0","0","Republican","0.0","15","N/A","2.1","0","Republican","0.0","0","Republican","0.0","105","Republican","11.799999999999999","0","N/A","0.0"
"Hampden","Maine","ME","0","Republican","0.0","11","Democrat","61.1","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","7","Democrat","38.9","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Hampshire","West Virginia","WV","0","Republican","0.0","1101","Democrat","50.5","0","Republican","0.0","0","Republican","0.0","2125","Republican","74.4","719","Democrat","33.0","0","Republican","0.0","167","Republican","5.800000000000001","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","329","Republican","11.5","0","N/A","0.0"
"Hampton","Connecticut","CT","0","Republican","0.0","137","Democrat","54.400000000000006","0","Republican","0.0","0","Republican","0.0","105","Republican","58.3","111","Democrat","44.0","0","Republican","0.0","45","Republican","25.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","23","Republican","12.8","0","N/A","0.0"
"Hampton","South Carolina","SC","92","Republican","5.5","241","Democrat","11.0","0","Republican","0.0","0","Republican","0.0","721","Republican","43.4","1930","Democrat","88.0","83","Republican","5.0","88","Republican","5.3","314","Republican","18.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","365","Republican","21.9","0","N/A","0.0"
"Hampton","Virginia","VA","716","Republican","7.5","3764","Democrat","21.7","0","Republican","0.0","0","Republican","0.0","3876","Republican","40.699999999999996","13529","Democrat","77.9","0","Republican","0.0","614","Republican","6.4","2928","Republican","30.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1252","Republican","13.100000000000001","0","N/A","0.0"
"Hancock","Georgia","GA","29","Republican","7.000000000000001","145","Democrat","11.4","0","Republican","0.0","0","Republican","0.0","229","Republican","55.39999999999999","1112","Democrat","87.4","0","Republican","0.0","19","Republican","4.6","63","Republican","15.299999999999999","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","61","Republican","14.800000000000002","0","N/A","0.0"
"Hancock","Iowa","IA","71","Republican","8.4","152","Democrat","38.800000000000004","19","Republican","2.1999999999999997","5","Republican","0.6","160","Republican","18.8","240","Democrat","61.199999999999996","22","Republican","2.6","6","Republican","0.7","132","Republican","15.5","0","Democrat","0.0","16","Republican","1.9","0","N/A","0.0","21","Republican","2.5","12","Republican","1.4000000000000001","385","Republican","45.300000000000004","0","N/A","0.0"
