"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Power","Idaho","ID","0","Republican","0.0","45","Democrat","70.3","0","Republican","0.0","0","Republican","0.0","184","Republican","21.0","19","Democrat","29.7","0","Republican","0.0","57","Republican","6.5","183","Republican","20.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","421","Republican","47.9","0","N/A","0.0"
"Poweshiek","Iowa","IA","76","Republican","7.7","475","Democrat","52.800000000000004","14","Republican","1.4000000000000001","14","Republican","1.4000000000000001","258","Republican","26.200000000000003","424","Democrat","47.199999999999996","38","Republican","3.9","18","Republican","1.8000000000000003","183","Republican","18.600000000000005","0","Democrat","0.0","30","Republican","3.1","0","N/A","0.0","63","Republican","6.4","7","Republican","0.7","282","Republican","28.7","0","N/A","0.0"
"Powhatan","Virginia","VA","370","Republican","5.6000000000000005","592","Democrat","35.3","0","Republican","0.0","0","Republican","0.0","2509","Republican","38.1","1079","Democrat","64.4","0","Republican","0.0","331","Republican","5.0","1875","Republican","28.499999999999996","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1449","Republican","22.0","0","N/A","0.0"
"Pownal","Maine","ME","0","Republican","0.0","4","Democrat","66.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","2","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Pownal","Vermont","VT","11","Republican","3.6000000000000005","469","Democrat","81.3","0","Republican","0.0","0","Republican","0.0","158","Republican","51.6","105","Democrat","18.2","0","Republican","0.0","46","Republican","15.0","49","Republican","16.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","35","Republican","11.4","0","N/A","0.0"
"Prairie","Arkansas","AR","44","Republican","4.0","385","Democrat","35.7","0","Republican","0.0","0","Republican","0.0","326","Republican","29.7","558","Democrat","51.7","0","Republican","0.0","11","Republican","1.0","230","Republican","21.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","466","Republican","42.5","0","N/A","0.0"
"Prairie","Montana","MT","0","Republican","0.0","44","Democrat","44.9","0","Republican","0.0","0","Republican","0.0","269","Republican","74.7","48","Democrat","49.0","0","Republican","0.0","11","Republican","3.1","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","36","Republican","10.0","0","N/A","0.0"
"Preble","Ohio","OH","0","Republican","0.0","1046","Democrat","46.400000000000006","0","Republican","0.0","0","Republican","0.0","5019","Republican","48.3","1176","Democrat","52.2","0","Republican","0.0","3419","Republican","32.9","194","Republican","1.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1563","Republican","15.1","0","N/A","0.0"
"Prentiss","Mississippi","MS","0","Republican","0.0","251","Democrat","26.200000000000003","0","Republican","0.0","0","Republican","0.0","1597","Republican","47.0","681","Democrat","71.0","0","Republican","0.0","191","Republican","5.6000000000000005","164","Republican","4.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1369","Republican","40.300000000000004","0","N/A","0.0"
"Presidio","Texas","TX","8","Republican","8.2","447","Democrat","33.1","0","Republican","0.0","0","Republican","0.0","32","Republican","33.0","776","Democrat","57.4","0","Republican","0.0","1","Republican","1.0","18","Republican","18.600000000000005","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","38","Republican","39.2","0","N/A","0.0"
"Presque Isle","Maine","ME","0","Republican","0.0","11","Democrat","57.9","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","8","Democrat","42.1","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Presque Isle","Michigan","MI","0","Republican","0.0","606","Democrat","48.8","0","Republican","0.0","0","Republican","0.0","916","Republican","42.3","592","Democrat","47.699999999999996","0","Republican","0.0","423","Republican","19.5","216","Republican","10.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","524","Republican","24.2","0","N/A","0.0"
"Preston","Connecticut","CT","0","Republican","0.0","215","Democrat","62.7","0","Republican","0.0","0","Republican","0.0","262","Republican","63.3","116","Democrat","33.800000000000004","0","Republican","0.0","92","Republican","22.2","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","46","Republican","11.1","0","N/A","0.0"
"Preston","West Virginia","WV","0","Republican","0.0","1719","Democrat","56.2","0","Republican","0.0","0","Republican","0.0","4187","Republican","79.8","957","Democrat","31.3","0","Republican","0.0","254","Republican","4.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","429","Republican","8.2","0","N/A","0.0"
"Price","Wisconsin","WI","0","Republican","0.0","1393","Democrat","61.6","0","Republican","0.0","0","Republican","0.0","1673","Republican","52.900000000000006","854","Democrat","37.8","0","Republican","0.0","246","Republican","7.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1147","Republican","36.3","0","N/A","0.0"
"Prince Edward","Virginia","VA","118","Republican","5.7","420","Democrat","23.3","0","Republican","0.0","0","Republican","0.0","853","Republican","41.4","1366","Democrat","75.8","0","Republican","0.0","124","Republican","6.0","617","Republican","30.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","326","Republican","15.8","0","N/A","0.0"
"Prince George's","Maryland","MD","0","Republican","0.0","37199","Democrat","24.2","0","Republican","0.0","0","Republican","0.0","5635","Republican","43.1","113912","Democrat","74.2","0","Republican","0.0","3261","Republican","24.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","3393","Republican","25.900000000000002","0","N/A","0.0"
"Prince George","Virginia","VA","241","Republican","6.0","566","Democrat","22.1","0","Republican","0.0","0","Republican","0.0","1938","Republican","48.3","1992","Democrat","77.7","0","Republican","0.0","102","Republican","2.5","931","Republican","23.200000000000003","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","777","Republican","19.400000000000002","0","N/A","0.0"
"Prince William","Virginia","VA","2579","Republican","5.6000000000000005","14696","Democrat","35.5","0","Republican","0.0","0","Republican","0.0","15345","Republican","33.1","26439","Democrat","63.800000000000004","0","Republican","0.0","4328","Republican","9.3","15537","Republican","33.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7946","Republican","17.1","0","N/A","0.0"
"Princeton","Massachusetts","MA","23","Republican","3.4000000000000004","459","Democrat","58.4","0","Republican","0.0","0","Republican","0.0","284","Republican","41.5","324","Democrat","41.199999999999996","0","Republican","0.0","165","Republican","24.099999999999998","99","Republican","14.499999999999998","0","Democrat","0.0","0","Republican","0.0","2","N/A","0.3","0","Republican","0.0","0","Republican","0.0","94","Republican","13.699999999999998","0","N/A","0.0"
"Princeton","Maine","ME","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Proctor","Vermont","VT","7","Republican","2.8000000000000003","329","Democrat","91.9","0","Republican","0.0","0","Republican","0.0","83","Republican","32.9","27","Democrat","7.5","0","Republican","0.0","73","Republican","28.999999999999996","57","Republican","22.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","20","Republican","7.9","0","N/A","0.0"
"Prospect","Connecticut","CT","0","Republican","0.0","353","Democrat","56.8","0","Republican","0.0","0","Republican","0.0","747","Republican","70.5","252","Democrat","40.5","0","Republican","0.0","178","Republican","16.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","114","Republican","10.8","0","N/A","0.0"
"Prospect","Maine","ME","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Providence","Rhode Island","RI","0","Republican","0.0","10006","Democrat","51.5","0","Republican","0.0","0","Republican","0.0","1020","Republican","50.9","9247","Democrat","47.599999999999994","0","Republican","0.0","661","Republican","33.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","276","Republican","13.8","0","N/A","0.0"
"Provincetown","Massachusetts","MA","3","Republican","3.3000000000000003","486","Democrat","35.3","0","Republican","0.0","0","Republican","0.0","51","Republican","55.39999999999999","887","Democrat","64.4","0","Republican","0.0","18","Republican","19.6","12","Republican","13.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7","Republican","7.6","0","N/A","0.0"
"Prowers","Colorado","CO","0","Republican","0.0","18","Democrat","31.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","40","Democrat","69.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Pueblo","Colorado","CO","0","Republican","0.0","1140","Democrat","46.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","1260","Democrat","51.7","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Pulaski","Arkansas","AR","2020","Republican","4.3999999999999995","10461","Democrat","22.900000000000002","0","Republican","0.0","0","Republican","0.0","11840","Republican","25.6","34862","Democrat","76.4","0","Republican","0.0","2534","Republican","5.5","16282","Republican","35.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","12848","Republican","27.800000000000004","0","N/A","0.0"
"Pulaski","Georgia","GA","91","Republican","6.800000000000001","60","Democrat","13.699999999999998","0","Republican","0.0","0","Republican","0.0","673","Republican","50.4","376","Democrat","86.0","0","Republican","0.0","47","Republican","3.5000000000000004","262","Republican","19.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","236","Republican","17.7","0","N/A","0.0"
"Pulaski","Illinois","IL","0","Republican","0.0","158","Democrat","34.6","0","Republican","0.0","0","Republican","0.0","436","Republican","52.800000000000004","285","Democrat","62.4","0","Republican","0.0","36","Republican","4.3999999999999995","25","Republican","3.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","308","Republican","37.3","0","N/A","0.0"
"Pulaski","Indiana","IN","0","Republican","0.0","473","Democrat","57.4","0","Republican","0.0","0","Republican","0.0","1668","Republican","55.3","351","Democrat","42.6","0","Republican","0.0","192","Republican","6.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1042","Republican","34.5","0","N/A","0.0"
"Pulaski","Kentucky","KY","0","Republican","0.0","1148","Democrat","46.6","0","Republican","0.0","0","Republican","0.0","2821","Republican","42.0","1169","Democrat","47.4","0","Republican","0.0","847","Republican","12.6","782","Republican","11.600000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2172","Republican","32.3","0","N/A","0.0"
"Pulaski","Missouri","MO","0","Republican","0.0","1020","Democrat","52.800000000000004","0","Republican","0.0","0","Republican","0.0","2802","Republican","51.1","860","Democrat","44.6","0","Republican","0.0","392","Republican","7.1","269","Republican","4.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1872","Republican","34.1","0","N/A","0.0"
"Pulaski","Virginia","VA","337","Republican","8.1","588","Democrat","41.0","0","Republican","0.0","0","Republican","0.0","2124","Republican","50.7","837","Democrat","58.3","0","Republican","0.0","171","Republican","4.1000000000000005","877","Republican","21.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","638","Republican","15.2","0","N/A","0.0"
"Pushmataha","Oklahoma","OK","57","Republican","10.299999999999999","667","Democrat","56.10000000000001","0","Republican","0.0","0","Republican","0.0","219","Republican","39.6","317","Democrat","26.700000000000003","0","Republican","0.0","17","Republican","3.1","68","Republican","12.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","187","Republican","33.800000000000004","0","N/A","0.0"
"Putnam","Connecticut","CT","0","Republican","0.0","359","Democrat","55.2","0","Republican","0.0","0","Republican","0.0","224","Republican","59.3","267","Democrat","41.099999999999994","0","Republican","0.0","93","Republican","24.6","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","48","Republican","12.7","0","N/A","0.0"
"Putnam","Florida","FL","0","Republican","0.0","2747","Democrat","42.70000000000001","0","Republican","0.0","0","Republican","0.0","5119","Republican","57.3","3182","Democrat","49.4","0","Republican","0.0","290","Republican","3.2","1553","Republican","17.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1672","Republican","18.7","0","N/A","0.0"
"Putnam","Georgia","GA","246","Republican","6.1","206","Democrat","19.0","0","Republican","0.0","0","Republican","0.0","1983","Republican","49.20000000000001","871","Democrat","80.2","0","Republican","0.0","161","Republican","4.0","849","Republican","21.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","746","Republican","18.5","0","N/A","0.0"
"Putnam","Illinois","IL","0","Republican","0.0","504","Democrat","52.0","0","Republican","0.0","0","Republican","0.0","415","Republican","48.699999999999996","450","Democrat","46.400000000000006","0","Republican","0.0","122","Republican","14.3","42","Republican","4.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","244","Republican","28.6","0","N/A","0.0"
"Putnam","Indiana","IN","0","Republican","0.0","1189","Democrat","55.00000000000001","0","Republican","0.0","0","Republican","0.0","4087","Republican","56.00000000000001","974","Democrat","45.0","0","Republican","0.0","309","Republican","4.2","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2737","Republican","37.5","0","N/A","0.0"
"Putnam","Missouri","MO","0","Republican","0.0","108","Democrat","49.5","0","Republican","0.0","0","Republican","0.0","565","Republican","53.2","102","Democrat","46.800000000000004","0","Republican","0.0","98","Republican","9.2","49","Republican","4.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","303","Republican","28.499999999999996","0","N/A","0.0"
"Putnam","New York","NY","0","Republican","0.0","3573","Democrat","50.7","0","Republican","0.0","0","Republican","0.0","5757","Republican","70.4","3477","Democrat","49.3","0","Republican","0.0","1509","Republican","18.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","915","Republican","11.200000000000001","0","N/A","0.0"
"Putnam","Ohio","OH","0","Republican","0.0","936","Democrat","52.300000000000004","0","Republican","0.0","0","Republican","0.0","2778","Republican","26.3","811","Democrat","45.300000000000004","0","Republican","0.0","5024","Republican","47.599999999999994","288","Republican","2.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2246","Republican","21.3","0","N/A","0.0"
"Putnam","Tennessee","TN","999","Republican","9.4","1692","Democrat","45.9","0","Republican","0.0","0","Republican","0.0","4187","Republican","39.4","1916","Democrat","51.9","0","Republican","0.0","464","Republican","4.3999999999999995","1899","Republican","17.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2938","Republican","27.6","0","N/A","0.0"
"Putnam","West Virginia","WV","0","Republican","0.0","3251","Democrat","51.300000000000004","0","Republican","0.0","0","Republican","0.0","6395","Republican","75.0","2543","Democrat","40.1","0","Republican","0.0","677","Republican","7.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","844","Republican","9.9","0","N/A","0.0"
"Putney","Vermont","VT","9","Republican","7.3","734","Democrat","90.10000000000001","0","Republican","0.0","0","Republican","0.0","45","Republican","36.3","80","Democrat","9.8","0","Republican","0.0","28","Republican","22.6","29","Republican","23.400000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","8","Republican","6.5","0","N/A","0.0"
"Quay","New Mexico","NM","0","Republican","0.0","445","Democrat","48.5","0","Republican","0.0","0","Republican","0.0","695","Republican","76.2","473","Democrat","51.5","0","Republican","0.0","32","Republican","3.5000000000000004","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","120","Republican","13.200000000000001","0","N/A","0.0"
"Queen Anne's","Maryland","MD","0","Republican","0.0","1759","Democrat","40.300000000000004","0","Republican","0.0","0","Republican","0.0","5195","Republican","64.3","2342","Democrat","53.6","0","Republican","0.0","1476","Republican","18.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1182","Republican","14.6","0","N/A","0.0"
"Queens","New York","NY","0","Republican","0.0","76305","Democrat","38.4","0","Republican","0.0","0","Republican","0.0","19165","Republican","67.9","122386","Democrat","61.6","0","Republican","0.0","5080","Republican","18.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","3982","Republican","14.099999999999998","0","N/A","0.0"
"Quincy","Massachusetts","MA","140","Republican","2.0","8218","Democrat","50.3","0","Republican","0.0","0","Republican","0.0","3709","Republican","54.2","7770","Democrat","47.599999999999994","0","Republican","0.0","1041","Republican","15.2","1097","Republican","16.0","0","Democrat","0.0","0","Republican","0.0","164","N/A","1.0","0","Republican","0.0","0","Republican","0.0","629","Republican","9.2","0","N/A","0.0"
"Quitman","Georgia","GA","24","Republican","7.9","15","Democrat","7.1","0","Republican","0.0","0","Republican","0.0","174","Republican","57.2","193","Democrat","91.0","0","Republican","0.0","12","Republican","3.9","45","Republican","14.800000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","41","Republican","13.5","0","N/A","0.0"
"Quitman","Mississippi","MS","0","Republican","0.0","142","Democrat","12.3","0","Republican","0.0","0","Republican","0.0","210","Republican","52.900000000000006","986","Democrat","85.3","0","Republican","0.0","29","Republican","7.3","23","Republican","5.800000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","128","Republican","32.2","0","N/A","0.0"
"Rabun","Georgia","GA","277","Republican","7.3","326","Democrat","44.4","0","Republican","0.0","0","Republican","0.0","1732","Republican","45.9","397","Democrat","54.1","0","Republican","0.0","210","Republican","5.6000000000000005","771","Republican","20.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","716","Republican","19.0","0","N/A","0.0"
"Racine","Wisconsin","WI","0","Republican","0.0","14651","Democrat","50.8","0","Republican","0.0","0","Republican","0.0","11756","Republican","32.1","14086","Democrat","48.9","0","Republican","0.0","5269","Republican","14.400000000000002","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","18698","Republican","51.1","0","N/A","0.0"
"Radford","Virginia","VA","145","Republican","10.100000000000001","655","Democrat","57.70000000000001","0","Republican","0.0","0","Republican","0.0","478","Republican","33.4","472","Democrat","41.6","0","Republican","0.0","92","Republican","6.4","508","Republican","35.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","190","Republican","13.3","0","N/A","0.0"
"Rains","Texas","TX","62","Republican","2.8000000000000003","89","Democrat","33.1","0","Republican","0.0","0","Republican","0.0","728","Republican","32.7","173","Democrat","64.3","0","Republican","0.0","42","Republican","1.9","245","Republican","11.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1105","Republican","49.70000000000001","0","N/A","0.0"
"Raleigh","West Virginia","WV","0","Republican","0.0","4888","Democrat","52.400000000000006","0","Republican","0.0","0","Republican","0.0","7325","Republican","81.3","3225","Democrat","34.6","0","Republican","0.0","337","Republican","3.7000000000000006","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","761","Republican","8.4","0","N/A","0.0"
"Ralls","Missouri","MO","0","Republican","0.0","311","Democrat","40.9","0","Republican","0.0","0","Republican","0.0","961","Republican","46.800000000000004","415","Democrat","54.50000000000001","0","Republican","0.0","124","Republican","6.0","90","Republican","4.3999999999999995","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","831","Republican","40.5","0","N/A","0.0"
"Randall","Texas","TX","1612","Republican","6.6000000000000005","1479","Democrat","47.599999999999994","0","Republican","0.0","0","Republican","0.0","5389","Republican","21.9","1586","Democrat","51.1","0","Republican","0.0","789","Republican","3.2","3677","Republican","15.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","12593","Republican","51.2","0","N/A","0.0"
"Randolph","Alabama","AL","426","Republican","9.3","328","Democrat","18.7","0","Republican","0.0","0","Republican","0.0","2352","Republican","51.6","1236","Democrat","70.6","0","Republican","0.0","133","Republican","2.9000000000000004","584","Republican","12.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","942","Republican","20.7","0","N/A","0.0"
"Randolph","Arkansas","AR","112","Republican","5.6000000000000005","356","Democrat","33.300000000000004","0","Republican","0.0","0","Republican","0.0","735","Republican","37.0","662","Democrat","61.9","0","Republican","0.0","61","Republican","3.1","380","Republican","19.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","655","Republican","33.0","0","N/A","0.0"
"Randolph","Georgia","GA","50","Republican","7.1","71","Democrat","9.2","0","Republican","0.0","0","Republican","0.0","411","Republican","58.70000000000001","690","Democrat","89.5","0","Republican","0.0","16","Republican","2.3","79","Republican","11.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","124","Republican","17.7","0","N/A","0.0"
"Randolph","Illinois","IL","0","Republican","0.0","1549","Democrat","52.800000000000004","0","Republican","0.0","0","Republican","0.0","1917","Republican","46.7","1306","Democrat","44.5","0","Republican","0.0","314","Republican","7.7","238","Republican","5.800000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1545","Republican","37.7","0","N/A","0.0"
"Randolph","Indiana","IN","0","Republican","0.0","887","Democrat","55.7","0","Republican","0.0","0","Republican","0.0","2939","Republican","55.60000000000001","705","Democrat","44.3","0","Republican","0.0","350","Republican","6.6000000000000005","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1840","Republican","34.8","0","N/A","0.0"
"Randolph","Massachusetts","MA","46","Republican","2.8000000000000003","2194","Democrat","36.6","0","Republican","0.0","0","Republican","0.0","928","Republican","57.2","3727","Democrat","62.2","0","Republican","0.0","201","Republican","12.4","245","Republican","15.1","0","Democrat","0.0","0","Republican","0.0","37","N/A","0.6","0","Republican","0.0","0","Republican","0.0","147","Republican","9.1","0","N/A","0.0"
"Randolph","Maine","ME","0","Republican","0.0","2","Democrat","40.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","3","Democrat","60.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","0","Republican","0.0","0","N/A","0.0"
"Randolph","Missouri","MO","0","Republican","0.0","750","Democrat","52.0","0","Republican","0.0","0","Republican","0.0","1887","Republican","45.5","647","Democrat","44.9","0","Republican","0.0","299","Republican","7.200000000000001","195","Republican","4.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1659","Republican","40.0","0","N/A","0.0"
"Randolph","North Carolina","NC","0","Republican","0.0","2914","Democrat","45.800000000000004","0","Republican","0.0","0","Republican","0.0","9108","Republican","42.8","2969","Democrat","46.6","0","Republican","0.0","1470","Republican","6.9","1131","Republican","5.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","9013","Republican","42.3","0","N/A","0.0"
