"artist.gender","artist.name","artist.role","data.medium","data.thumbnail","data.title","data.url","dimensions.depth","dimensions.height","dimensions.width","metadata.acquisition date","metadata.creation decade","metadata.creation year","metadata.credit","artist.birth.location","artist.birth.year","artist.death.location","artist.death.year"
"Male","Malthouse, Eric","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P03/P03093_8.jpg","Midsummer","http://www.tate.org.uk/art/artworks/malthouse-midsummer-p03093","0.0","6096.0","3048.0","1975","1960","1967","Presented by the Welsh Arts Council 1975","Birmingham, United Kingdom","1914","","1997"
"Male","Man Ray","artist","Clay, glass and wire","http://www.tate.org.uk/art/images/work/T/T07/T07960_8.jpg","Ce qui manque  nous tous","http://www.tate.org.uk/art/artworks/man-ray-ce-qui-manque-a-nous-tous-t07960","80.0","196.0","120.0","2003","1920","1927","Purchased 2003","Philadelphia, United States","1890","Paris, France","1976"
"Male","Manby, Thomas","artist","Watercolour and graphite on paper","http://www.tate.org.uk/art/images/work/T/T05/T05518_8.jpg","The Ruins of the Colosseum","http://www.tate.org.uk/art/artworks/manby-the-ruins-of-the-colosseum-t05518","0.0","279.0","382.0","1988","1660","1660","Purchased 1988","","1660","London, United Kingdom","1690"
"Male","Mancini, Antonio","artist","Oil paint on paper","http://www.tate.org.uk/art/images/work/T/T00/T00213_8.jpg","Self-Portrait","http://www.tate.org.uk/art/artworks/mancini-self-portrait-t00213","0.0","378.0","546.0","1958","1900","1906","Purchased 1958","Roma, Italia","1852","Roma, Italia","1930"
"Male","Mane-Katz","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00304_8.jpg","Orchestra","http://www.tate.org.uk/art/artworks/mane-katz-orchestra-t00304","0.0","650.0","540.0","1959","1940","1949","Presented by Mr and Mrs Alexander Margulies 1959","Kremenchug, Ukrayina","1894","Tel Aviv-Yafo, Yisra'el","1962"
"Male","Manessier, Alfred","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00260_8.jpg","-12","http://www.tate.org.uk/art/artworks/manessier-12-t00260","0.0","1460.0","1143.0","1959","1950","1956","Presented by the Friends of the Tate Gallery 1959","Saint-Ouen, France","1911","","1993"
"Male","Manet, Edouard","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N03/N03295_8.jpg","Woman with a Cat","http://www.tate.org.uk/art/artworks/manet-woman-with-a-cat-n03295","0.0","730.0","921.0","1918","1880","1880","Purchased 1918","Paris, France","1832","Paris, France","1883"
"Male","Mangelos","artist","5 drawings, tempera on printed paper","","Negation of Painting","http://www.tate.org.uk/art/artworks/mangelos-negation-of-painting-t12467","0.0","0.0","0.0","2007","1950","1951","Purchased 2007","id, Jugoslavija","1921","Zagreb, Hrvatska","1987"
"Male","Mangold, Robert","artist","Oil paint on fibreboard","","Red Wall","http://www.tate.org.uk/art/artworks/mangold-red-wall-t13700","0.0","2450.0","2450.0","2013","1960","1965","Presented by the American Fund for the Tate Gallery 2012","North Tonawanda, United States","1937","","0"
"Male","Mann, Harrington","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04887_8.jpg","The Fairy Tale","http://www.tate.org.uk/art/artworks/mann-the-fairy-tale-n04887","0.0","1416.0","1022.0","1937","1900","1902","Presented by Francis Howard and the artist's executors 1937","Glasgow, United Kingdom","1864","New York, United States","1937"
"Male","Manson, James Bolivar","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05320_8.jpg","Pinks in a Vase","http://www.tate.org.uk/art/artworks/manson-pinks-in-a-vase-n05320","0.0","406.0","508.0","1942","1940","1940","Purchased 1942","London, United Kingdom","1879","London, United Kingdom","1945"
"Male","Mantz, Werner","artist","Photograph, gelatin silver print on paper","http://www.tate.org.uk/art/images/work/P/P79/P79949_8.jpg","Communion bench, Kreneheide 1935","http://www.tate.org.uk/art/artworks/mantz-communion-bench-kreneheide-1935-p79949","0.0","167.0","224.0","2011","1930","1935","Purchased with funds provided by the Photography Acquisitions Committee 2011","Kln, Deutschland","1901","Eijsden, Nederland","1983"
"Male","Manzoni, Piero","artist","Tin can, printed paper and excrement","http://www.tate.org.uk/art/images/work/T/T07/T07667_8.jpg","Artists Shit","http://www.tate.org.uk/art/artworks/manzoni-artists-shit-t07667","65.0","65.0","48.0","2000","1960","1961","Purchased 2000","Soncino, Italia","1933","Milano, Italia","1963"
"Male","Manzu, Giacomo","artist","Bronze","","Susanna","http://www.tate.org.uk/art/artworks/manzu-susanna-n06169","527.0","1727.0","479.0","1953","1940","1942","Purchased with assistance from the Contemporary Art Society 1953","Bergamo, Italia","1908","","1991"
"Male","Mapplethorpe, Robert","artist","Photograph, gelatin silver print on paper","http://www.tate.org.uk/art/images/work/P/P13/P13083_8.jpg","Patti Smith","http://www.tate.org.uk/art/artworks/mapplethorpe-patti-smith-p13083","0.0","355.0","355.0","2010","1970","1976","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","New York, United States","1946","New York, United States","1989"
"Male","Mara, Tim","artist","Lithograph and screenprint on paper","http://www.tate.org.uk/art/images/work/P/P11/P11543_8.jpg","Pin Sculpture","http://www.tate.org.uk/art/artworks/mara-pin-sculpture-p11543","0.0","989.0","677.0","1998","1990","1995","Presented by Belinda Mara in memory of the artist 1998","Dublin, ire","1948","","1997"
"Female","Maraz, Adriana","artist","Etching on paper","","Sunyata","http://www.tate.org.uk/art/artworks/maraz-sunyata-p07589","0.0","467.0","651.0","1981","1970","1978","Purchased 1981","Ilirska Bistrica, Slovenija","1931","","0"
"Male","Marchand, Jean","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N06/N06203_8.jpg","Angelina","http://www.tate.org.uk/art/artworks/marchand-angelina-n06203","0.0","810.0","1003.0","1953","1920","1923","Presented by Paul Maze 1953","Paris, France","1883","Paris, France","1941"
"Male","Marchant, Paul","artist","Lithograph on paper","","Rag Vasant (Spring Time)","http://www.tate.org.uk/art/artworks/marchant-rag-vasant-spring-time-p06796","0.0","571.0","775.0","1978","1970","1978","Presented by Curwen Studio 1978","","1948","","0"
"Male","Marclay, Christian","artist","Video, 4 projections, colour and sound (stereo)","http://www.tate.org.uk/art/images/work/T/T11/T11818_8.jpg","Video Quartet","http://www.tate.org.uk/art/artworks/marclay-video-quartet-t11818","0.0","0.0","0.0","2004","2000","2002","Purchased from funds provided by the Film and Video Special Acquisitions Fund 2003","San Rafael, United States","1955","","0"
"Male","Marcoussis, Louis","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00244_8.jpg","Interior with a Double Bass","http://www.tate.org.uk/art/artworks/marcoussis-interior-with-a-double-bass-t00244","0.0","606.0","495.0","1959","1920","1929","Purchased 1959","Warszawa, Polska","1878","Cusset, France","1941"
"Male","Marden, Brice","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T05/T05723_8.jpg","Couplet III","http://www.tate.org.uk/art/artworks/marden-couplet-iii-t05723","65.0","1520.0","2740.0","1990","1980","1988","Purchased with assistance from an anonymous donor 1990","Bronxville, United States","1938","","0"
"Male","Marepe","artist","Wood, fabric, metal, bone, hair, lice and paint","http://www.tate.org.uk/art/images/work/T/T12/T12509_8.jpg","Deposit your lice here","http://www.tate.org.uk/art/artworks/marepe-deposit-your-lice-here-t12509","0.0","0.0","0.0","2007","1990","1999","Presented anonymously 2007","Santo Antnio de Jesus, Brasil","1970","","0"
"Male","Mariani, Carlo Maria","artist","Lithograph on paper","http://www.tate.org.uk/art/images/work/P/P77/P77029_8.jpg","Offspring of Helios","http://www.tate.org.uk/art/artworks/mariani-offspring-of-helios-p77029","0.0","870.0","622.0","1984","1980","1982","Purchased 1984","Roma, Italia","1931","","0"
"Male","Marin, John","artist","Watercolour on paper","","Downtown, New York","http://www.tate.org.uk/art/artworks/marin-downtown-new-york-t00080","0.0","552.0","679.0","1956","1920","1923","Purchased out of a sum of money made available from the Bruern Foundation 1956","Rutherford, United States","1870","Addison, United States","1953"
"Male","Marini, Marino","artist","Bronze","","Portrait Bust of Christian Faerber","http://www.tate.org.uk/art/artworks/marini-portrait-bust-of-christian-faerber-t03157","219.0","152.0","273.0","1980","1950","1952","Presented by Mrs Anna Maria Martha Faerber in loving memory of Christian Mario Balthasar Faerber 1980","Pistoia, Italia","1901","Viareggio, Italia","1980"
"Male","Marin, Marcel","artist","Starfish and plastic shoe on card","http://www.tate.org.uk/art/images/work/T/T12/T12051_8.jpg","Star Dancer","http://www.tate.org.uk/art/artworks/marien-star-dancer-t12051","47.0","260.0","360.0","2005","1990","1991","Presented by the artist's estate 2005","Antwerpen, Belgi","1920","Bruxelles, Belgi","1993"
"Male","Marks, Henry Stacy","artist","Graphite and chalk on paper","http://www.tate.org.uk/art/images/work/T/T09/T09227_8.jpg","A Figure on Horseback, Perhaps a Study for a Canterbury Pilgrim","http://www.tate.org.uk/art/artworks/marks-a-figure-on-horseback-perhaps-a-study-for-a-canterbury-pilgrim-t09227","0.0","186.0","330.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1829","","1898"
"Female","Markson, Helena","artist","Lithograph on paper","","Tower of London","http://www.tate.org.uk/art/artworks/markson-tower-of-london-p06357","0.0","565.0","435.0","1975","1960","1968","Presented by Curwen Studio through the Institute of Contemporary Prints 1975","London, United Kingdom","1934","","0"
"Male","Marlow, William","artist","Graphite and ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09187_8.jpg","Study of Plants","http://www.tate.org.uk/art/artworks/marlow-study-of-plants-t09187","0.0","240.0","228.0","1997","1800","1808","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1740","Twickenham, United Kingdom","1813"
"Male","Marquet, Albert","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06835_8.jpg","Bay of Naples","http://www.tate.org.uk/art/artworks/marquet-bay-of-naples-t06835","0.0","775.0","648.0","1994","1900","1908","Bequeathed by Marianne Bacher in memory of her husband George Bacher 1994","Bordeaux, France","1875","Paris, France","1947"
"Male","Marshall, Benjamin","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03433_8.jpg","Portraits of Cattle of the Improved Short-Horned Breed, the Property of J. Wilkinson Esq. of Lenton, near Nottingham","http://www.tate.org.uk/art/artworks/marshall-portraits-of-cattle-of-the-improved-short-horned-breed-the-property-of-j-t03433","0.0","1271.0","1015.0","1982","1810","1816","Bequeathed by Mrs F. Ambrose Clark through the British Sporting Art Trust 1982","Leicestershire, United Kingdom","1768","London, United Kingdom","1835"
"Male","Marshall, William","artist","Reduced stoneware","http://www.tate.org.uk/art/images/work/T/T12/T12127_8.jpg","Jar","http://www.tate.org.uk/art/artworks/marshall-jar-t12127","160.0","160.0","260.0","2005","1960","1965","Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2005","Cornwall, United Kingdom","1923","Hayle","2007"
"Male","Marshall, William Calder","artist","Stone","","The Prodigal Son","http://www.tate.org.uk/art/artworks/marshall-the-prodigal-son-n01748","711.0","660.0","1245.0","1881","1880","1881","Presented by the Trustees of the Chantrey Bequest 1881","Edinburgh, United Kingdom","1813","London, United Kingdom","1894"
"","Marsingall, A","artist","Graphite, ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09087_8.jpg","Sniggling for Eels","http://www.tate.org.uk/art/artworks/marsingall-sniggling-for-eels-t09087","0.0","245.0","254.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","1800","","1899"
"Female","Martin, Agnes","artist","Acrylic paint and graphite on canvas","http://www.tate.org.uk/art/images/work/T/T13/T13717_8.jpg","Untitled #5","http://www.tate.org.uk/art/artworks/martin-untitled-5-t13717","0.0","1829.0","1829.0","2013","1990","1991","Presented by the American Fund for the Tate Gallery, courtesy of Milly and Arne Glimcher in honour of Anthony d'Offay and ARTIST ROOMS 2012","Canada","1912","","2004"
"Female","Martin, Anne","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T13/T13321_8.jpg","From One World to Another","http://www.tate.org.uk/art/artworks/martin-from-one-world-to-another-t13321","0.0","1831.0","1843.0","2011","1960","1962","Purchased 2011","London, United Kingdom","1936","","0"
"Male","Martin, Barry","artist","Printed papers and ink on paper","http://www.tate.org.uk/art/images/work/T/T07/T07884_8.jpg","Movement Collage","http://www.tate.org.uk/art/artworks/martin-movement-collage-t07884","0.0","201.0","233.0","2002","1960","1965","Presented anonymously 2002","Amersham, United Kingdom","1943","","0"
"Male","Martin, Charles","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/T/T10/T10432_8.jpg","[title not known]","http://www.tate.org.uk/art/artworks/martin-title-not-known-t10432","0.0","235.0","97.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","1812","","1906"
"Female","Martin, Daria","artist","Film, 16 mm, projection, colour and sound","http://www.tate.org.uk/art/images/work/T/T12/T12744_8.jpg","In the Palace","http://www.tate.org.uk/art/artworks/martin-in-the-palace-t12744","0.0","0.0","0.0","2008","2000","2000","Purchased 2007","","1973","","0"
"Male","Martin, Elias","artist","Graphite, ink and watercolour on paper. Verso: graphite on paper","http://www.tate.org.uk/art/images/work/T/T09/T09114_8.jpg","Horseman and Figures in a Landscape with Gateway and Campanile. Verso: Slight Sketch of a Figure","http://www.tate.org.uk/art/artworks/martin-horseman-and-figures-in-a-landscape-with-gateway-and-campanile-verso-slight-sketch-t09114","0.0","170.0","190.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Stockholm","1739","Sverige","1818"
"Male","Martin, Frank","artist","Intaglio print on paper","http://www.tate.org.uk/art/images/work/P/P01/P01447_8.jpg","Vilma Banky","http://www.tate.org.uk/art/artworks/martin-vilma-banky-p01447","0.0","273.0","375.0","1975","1970","1974","Presented by Christie's Contemporary Art through the Institute of Contemporary Prints 1975","London, United Kingdom","1921","","2005"
"","Martin, J., of Canterbury","artist","Graphite, ink and watercolour on paper. Verso: graphite, ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08680_8.jpg","Harry Martens Tower and Entrance to Chapstow Castle. Verso: Entrance to Tintern Abbey","http://www.tate.org.uk/art/artworks/martin-harry-martens-tower-and-entrance-to-chapstow-castle-verso-entrance-to-tintern-abbey-t08680","0.0","371.0","260.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","1800","","1899"
"Male","Martin, John","artist","Graphite, watercolour and gum arabic on paper","http://www.tate.org.uk/art/images/work/T/T09/T09489_8.jpg","Trees","http://www.tate.org.uk/art/artworks/martin-trees-t09489","0.0","308.0","210.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Haydon Bridge, United Kingdom","1789","Douglas","1854"
"Male","Martin, Kenneth","artist","Brush and ink on paper","","Untitled (4/2)","http://www.tate.org.uk/art/artworks/martin-untitled-42-t12387","0.0","330.0","202.0","2007","1950","1959","Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2007","Sheffield, United Kingdom","1905","","1984"
"Female","Martin, Mary","artist","Wood and emulsion paint","http://www.tate.org.uk/art/images/work/T/T13/T13322_8.jpg","Expanding Form","http://www.tate.org.uk/art/artworks/martin-expanding-form-t13322","118.0","913.0","911.0","2011","1950","1954","Purchased 2011","Folkestone, United Kingdom","1907","","1969"
"Male","Martin, Simon","artist","Video, projection, colour and sound (stereo)","http://www.tate.org.uk/art/images/work/T/T12/T12765_8.jpg","Wednesday Afternoon","http://www.tate.org.uk/art/artworks/martin-wednesday-afternoon-t12765","0.0","0.0","0.0","2008","2000","2005","Purchased 2008","Cheshire, United Kingdom","1965","","0"
"Male","Martinat Mendoza, Jose Carlos","artist","Fibreboard, 3 printers, paper, tracking system, central processing unit, cables and web search program","http://www.tate.org.uk/art/images/work/T/T13/T13251_8.jpg","Brutalism: Stereo Reality Environment 3","http://www.tate.org.uk/art/artworks/martinat-mendoza-brutalism-stereo-reality-environment-3-t13251","2550.0","2140.0","1830.0","2011","2000","2007","Presented by Eduardo Leme 2007, accessioned 2011","Per","1974","","0"
"Male","Martineau, Robert Braithwaite","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00011_8.jpg","Kits Writing Lesson","http://www.tate.org.uk/art/artworks/martineau-kits-writing-lesson-t00011","0.0","705.0","521.0","1955","1850","1852","Presented by Mrs Phyllis Tillyard 1955","London, United Kingdom","1826","","1869"
"Male","Martini, Arturo","artist","Terracotta","http://www.tate.org.uk/art/images/work/T/T06/T06863_8.jpg","Torso of a Young Man","http://www.tate.org.uk/art/artworks/martini-torso-of-a-young-man-t06863","190.0","470.0","860.0","1994","1920","1928","Purchased 1994","Treviso, Italia","1889","Milano, Italia","1947"
"Male","Marwan (Marwan Kassab Bachi)","artist","Oil paint on canvas","","Sisyphus, The Wall","http://www.tate.org.uk/art/artworks/marwan-marwan-kassab-bachi-sisyphus-the-wall-t13272","0.0","1950.0","1950.0","2011","2000","2008","Presented by Marwan Assaf 2010","Suriyah","1934","","0"
"Female","Marx, Enid","artist","Lithograph on paper","http://www.tate.org.uk/art/images/work/P/P06/P06358_8.jpg","Budgerigars","http://www.tate.org.uk/art/artworks/marx-budgerigars-p06358","0.0","768.0","575.0","1975","1970","1972","Presented by Curwen Studio through the Institute of Contemporary Prints 1975","London, United Kingdom","1902","Islington, United Kingdom","1998"
"Male","Masi, Denis","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P02/P02226_8.jpg","Project Print","http://www.tate.org.uk/art/artworks/masi-project-print-p02226","0.0","508.0","762.0","1975","1970","1973","Presented by the artist 1975","West Virginia, United States","1942","","0"
"Male","Mason, Arnold","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05083_8.jpg","Girl with a Hand-Mirror","http://www.tate.org.uk/art/artworks/mason-girl-with-a-hand-mirror-n05083","0.0","716.0","918.0","1940","1920","1929","Purchased 1940","Birkenhead, United Kingdom","1885","London, United Kingdom","1963"
"Male","Mason, George","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04742_8.jpg","The Harvest Moon","http://www.tate.org.uk/art/artworks/mason-the-harvest-moon-n04742","0.0","2311.0","864.0","1934","1870","1872","Bequeathed by Lord Faringdon 1934","Witley, United Kingdom","1818","","1872"
"Male","Mason, Raymond","artist","Epoxy resin and acrylic","http://www.tate.org.uk/art/images/work/T/T11/T11924_8.jpg","The Departure of Fruit and Vegetables from the Heart of Paris, 28 February 1969","http://www.tate.org.uk/art/artworks/mason-the-departure-of-fruit-and-vegetables-from-the-heart-of-paris-28-february-1969-t11924","0.0","1355.0","3150.0","2005","1960","1969","Presented by the American Fund for the Tate Gallery, courtesy of William Louis-Dreyfus 2004","Birmingham, United Kingdom","1922","","2010"
"Male","Masson, Andr","artist","Graphite and chalk on paper","http://www.tate.org.uk/art/images/work/T/T11/T11857_8.jpg","Montserrat","http://www.tate.org.uk/art/artworks/masson-montserrat-t11857","0.0","633.0","468.0","2004","1930","1934","Bequeathed by Joanna Drew 2003, accessioned 2004","Haute-Corse, France","1896","Paris, France","1987"
"Male","Master of the Giants","attributed to","Graphite, ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T01/T01843_8.jpg","Unknown Mythological Subject","http://www.tate.org.uk/art/artworks/master-of-the-giants-unknown-mythological-subject-t01843","0.0","190.0","241.0","1974","0","0","Purchased 1974","","1755","","1834"
"","Masters, E.","artist","Graphite, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/T/T10/T10117_8.jpg","Punch and Judy","http://www.tate.org.uk/art/artworks/masters-punch-and-judy-t10117","0.0","241.0","308.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","1800","","1899"
"Male","Mathews, Denis","artist","Print, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/T/T00/T00060_8.jpg","Sale of Great Wines at the Hospice de Beaune: Two Candles Still Burn","http://www.tate.org.uk/art/artworks/mathews-sale-of-great-wines-at-the-hospice-de-beaune-two-candles-still-burn-t00060","0.0","406.0","502.0","1955","1950","1953","Purchased 1955","Hampstead, United Kingdom","1913","","1997"
"Male","Matisse, Henri","artist","Charcoal on paper","http://www.tate.org.uk/art/images/work/T/T05/T05756_8.jpg","Reclining Nude","http://www.tate.org.uk/art/artworks/matisse-reclining-nude-t05756","0.0","515.0","407.0","1990","1920","1924","Presented through the Friends of the Tate Gallery, Helena and Kenneth Levy Bequest 1990","Le Cateau-Cambrsis, France","1869","Nice, France","1954"
"Female","Matschinsky-Denninghof, Brigitte","artist","Lithograph on paper","","Untitled B","http://www.tate.org.uk/art/artworks/matschinsky-denninghof-untitled-b-p01449","0.0","768.0","559.0","1975","1960","1964","Presented by Marlborough Graphics through the Institute of Contemporary Prints 1975","Berlin, Deutschland","1923","","0"
"Male","Matta","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01232_8.jpg","Black Virtue","http://www.tate.org.uk/art/artworks/matta-black-virtue-t01232","0.0","1826.0","765.0","1970","1940","1943","Purchased 1970","Santiago, Chile","1911","","2002"
"Female","Matthiasdottir, Louisa","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07602_8.jpg","Still Life with Frying Pan and Red Cabbage","http://www.tate.org.uk/art/artworks/matthiasdottir-still-life-with-frying-pan-and-red-cabbage-t07602","0.0","1524.0","1320.0","2000","1970","1979","Presented by FBA - the Icelandic Investment Bank 2000","Reykjavk, sland","1917","","2000"
"Male","Maufra, Maxime","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04947_8.jpg","The Embankment of Lagny under Flood Water","http://www.tate.org.uk/art/artworks/maufra-the-embankment-of-lagny-under-flood-water-n04947","0.0","549.0","457.0","1938","1900","1908","Presented by Mr and Mrs Julian Lousada 1938","Nantes, France","1861","Ponc-sur-le-Loir, France","1918"
"Male","Maundrell, Charles","artist","Watercolour and chalk on paper","http://www.tate.org.uk/art/images/work/N/N01/N01726_8.jpg","Le Chteau dO","http://www.tate.org.uk/art/artworks/maundrell-le-chateau-do-n01726","0.0","381.0","556.0","1899","1890","1899","Presented by the Trustees of the Chantrey Bequest 1899","Peckham, United Kingdom","1860","","1924"
"Female","Maurer, Dora","artist","Drypoint on paper","","Traces of a Circle","http://www.tate.org.uk/art/artworks/maurer-traces-of-a-circle-p77125","0.0","297.0","295.0","1985","1970","1974","Purchased 1985","Budapest, Magyarorszg","1937","","0"
"Male","Mauve, Anton","artist","Gouache and watercolour on paper","http://www.tate.org.uk/art/images/work/N/N05/N05570_8.jpg","Entering the Fold","http://www.tate.org.uk/art/artworks/mauve-entering-the-fold-n05570","0.0","603.0","505.0","1944","1880","1885","Bequeathed by Mrs Mary James Mathews in memory of her husband Frank Claughton Mathews 1944","Zaandam, Nederland","1838","Arnhem, Nederland","1888"
"Male","Maxwell, John","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00283_8.jpg","Night Flowers","http://www.tate.org.uk/art/artworks/maxwell-night-flowers-t00283","0.0","610.0","914.0","1959","1950","1959","Purchased 1959","England, United Kingdom","1905","England, United Kingdom","1962"
"Male","May, Nicholas","artist","Silicone rubber and metallic powder on canvas","","Liminal 174","http://www.tate.org.uk/art/artworks/may-liminal-174-t06990","50.0","3708.0","2490.0","1995","1990","1994","Purchased 1995","Limavady, United Kingdom","1962","","0"
"Male","May, Phil","artist","Graphite and ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09851_8.jpg","Waiter and Diner. Caricature","http://www.tate.org.uk/art/artworks/may-waiter-and-diner-caricature-t09851","0.0","273.0","374.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Leeds, United Kingdom","1864","London, United Kingdom","1903"
"Male","Mayor, Fred","artist","Watercolour and chalk on paper","http://www.tate.org.uk/art/images/work/N/N03/N03834_8.jpg","Church at Montreuil","http://www.tate.org.uk/art/artworks/mayor-church-at-montreuil-n03834","0.0","394.0","318.0","1924","1900","1909","Presented by the artist's widow 1924","North Yorkshire, United Kingdom","1865","London, United Kingdom","1916"
"Male","Maze, Paul","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07697_8.jpg","Whitehall in Winter","http://www.tate.org.uk/art/artworks/maze-whitehall-in-winter-t07697","0.0","737.0","610.0","2001","1920","1920","Bequeathed by Mrs Jessie Rankin Maze, the artist's widow 2000, accessioned 2001","Le Havre, France","1887","Chichester, United Kingdom","1979"
"Male","McCall, Anthony","artist","Film, 16 mm, projection","http://www.tate.org.uk/art/images/work/T/T12/T12031_8.jpg","Line Describing a Cone","http://www.tate.org.uk/art/artworks/mccall-line-describing-a-cone-t12031","0.0","0.0","0.0","2005","1970","1973","Purchased 2005 ","London, United Kingdom","1946","","0"
"Male","McCarthy, Paul","artist","Video, 5 projections, colour and sound, slide, 133 slides, 2 projections, colour, light box, chairs and tables","","Projection Room 1971-2006","http://www.tate.org.uk/art/artworks/mccarthy-projection-room-1971-2006-t12908","0.0","0.0","0.0","2009","2000","2006","Presented by the American Fund for the Tate Gallery 2009","Salt Lake City, United States","1945","","0"
"Female","McCartney, Linda","artist","Screenprint on paper","","McCartney","http://www.tate.org.uk/art/artworks/mccartney-mccartney-p05454","0.0","333.0","480.0","1978","1970","1977","Presented by Rose and Chris Prater 1978","New York, United States","1941","Tucson, United States","1998"
"Male","McComb, Leonard","artist","Bronze and gold leaf","http://www.tate.org.uk/art/images/work/T/T07/T07466_8.jpg","Portrait of a Young Man Standing","http://www.tate.org.uk/art/artworks/mccomb-portrait-of-a-young-man-standing-t07466","465.0","522.0","1760.0","1998","1960","1963","Presented by the Friends of the Tate Gallery in honour of Richard Morphet, Keeper Modern Collection 1986-98, 1998","Glasgow, United Kingdom","1930","","0"
"Male","McCullin, Don","artist","Photograph, gelatin silver print on paper","http://www.tate.org.uk/art/images/work/P/P80/P80157_8.jpg","Checkpoint Charlie, Berlin","http://www.tate.org.uk/art/artworks/mccullin-checkpoint-charlie-berlin-p80157","0.0","385.0","385.0","2012","1960","1961","Purchased 2012","London, United Kingdom","1935","","0"
"Male","McElheny, Josiah","artist","Video, high definition, projection, colour and sound (surround)","http://www.tate.org.uk/art/images/work/T/T13/T13005_8.jpg","Island Universe","http://www.tate.org.uk/art/artworks/mcelheny-island-universe-t13005","0.0","0.0","0.0","2010","2000","2005","Presented by an anonymous donor 2010","Boston, United States","1966","","0"
"Male","McEvoy, Ambrose","artist","Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/N/N06/N06081_8.jpg","The Artists Wife","http://www.tate.org.uk/art/artworks/mcevoy-the-artists-wife-n06081","0.0","254.0","359.0","1952","1910","1913","Presented by Mrs C. Johnson 1952","Wiltshire, United Kingdom","1878","London, United Kingdom","1927"
"Female","McEvoy, Mary","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04362_8.jpg","Interior: Girl Reading","http://www.tate.org.uk/art/artworks/mcevoy-interior-girl-reading-n04362","0.0","438.0","533.0","1927","1900","1901","Purchased 1927","Freshford, ire","1870","London, United Kingdom","1941"
"Male","McEwen, Rory","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P04/P04584_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/mcewen-untitled-p04584","0.0","305.0","305.0","1975","1960","1969","Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975","Scotland, United Kingdom","1932","London, United Kingdom","1982"
