"groups","claim","status","statistics.sources","date.year","date.month","date.day","statistics.# wounded_low","statistics.# wounded_high","statistics.# killed_low","statistics.# killed_high","statistics.# killed_low_civilian","statistics.# killed_high_civilian","statistics.# killed_low_political","statistics.# killed_high_political","statistics.# killed_low_security","statistics.# killed_high_security","statistics.# belt_bomb","statistics.# truck_bomb","statistics.# car_bomb","statistics.# weapon_oth","statistics.# weapon_unk","target.weapon","target.region","target.subregion","target.country","target.province","target.city","target.location","target.latitude","target.longtitude","target.desc","target.type","target.nationality","statistics.# attackers","statistics.# female_attackers","statistics.# male_attackers","statistics.# unknown_attackers","attacker.gender"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","2","1","18","18","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Gombe","Gombe","Car park outside of a presidential political rally venue","10.28","11.16","Nigerian President Goodluck Jonathan [Survived]","Political","Nigerian","2","1","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","2","1","18","18","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Gombe","Gombe","Car park outside of a presidential political rally venue","10.28","11.16","Nigerian President Goodluck Jonathan [Survived]","Political","Nigerian","2","1","0","1","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2010","6","3","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Nimroz","Delaram","Baazar, near a clinic","32.15","63.43","Delaram Baazar","Civilian","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2009","11","1","5","5","3","13","2","2","0","0","1","1","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Peshawar","Pathang Intersection, Ring Road","34.01","71.58","Pakistani Police checkpoint","Security","Pakistani","1","0","1","0","Male"
"Mujahideen Shura Council Iraq","Claimed","Confirmed Suicide","3","2006","3","2","12","12","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Haswa","33.34","44.4","Iraqi Police station","Security","Iraqi","2","0","0","2","Unknown"
"Mujahideen Shura Council Iraq","Claimed","Confirmed Suicide","3","2006","3","2","12","12","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Haswa","33.34","44.4","Iraqi Police station","Security","Iraqi","2","0","0","2","Unknown"
"Liberation Tigers of Tamil Eelam","Claimed","Possible - Conflicting Reports","4","1998","9","5","15","15","13","21","0","0","1","1","12","20","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Sri Lanka","Northern","Jaffna","Government Building","9.677114","80.026","Mayor of Jaffna","Political","Sri Lankan","1","0","0","1","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","2","2019","3","7","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Other PBIED","Africa","Western Africa","Nigeria","Adamawa","Shuwa","Church, Catholic Church","9.2","12.3","Nigerian Parishioners at Mass","Civilian","Nigerian","2","0","0","2","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","2","2019","3","7","2","2","0","0","0","0","0","0","0","0","0","0","0","1","0","Other PBIED","Africa","Western Africa","Nigeria","Adamawa","Shuwa","Church, Catholic Church","9.2","12.3","Nigerian Parishioners at Mass","Civilian","Nigerian","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2005","6","1","5","10","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Samarra","Outskirts of Ramadi","34.19","43.87","Iraqi Police patrol","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2004","11","1","9","10","6","12","0","0","0","0","6","12","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Al-Baghdadi","33.434167","43.268611","Iraqi Police patrol","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Possible - Conflicting Reports","3","2009","2","3","55","55","20","26","0","0","0","26","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Occurred at same time as attack on Education Ministry and Justice Ministry","34.53","69.17","Afghan Prisons Directorate","Political","Afghan","1","0","0","1","Unknown"
"Hezbollah","Claimed","Confirmed Suicide","8","1988","10","3","9","11","5","7","0","0","0","0","5","7","0","0","1","0","0","Car bomb","Asia","Western Asia","Lebanon","An Nabatiyah","Kifarkala","Inside Israel's security zone, near Lebanon's  border with Israel","33.283333","35.55","Israeli Defense Forces (IDF) military convoy","Security","Israeli","1","0","1","0","Male"
"Hezbollah","Claimed","Confirmed Suicide","8","1988","10","3","9","11","5","7","0","0","0","0","5","7","0","0","1","0","0","Car bomb","Asia","Western Asia","Lebanon","An Nabatiyah","Kifarkala","Inside Israel's security zone, near Lebanon's  border with Israel","33.283333","35.55","Israeli Defense Forces (IDF) military convoy","Security","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2007","2","1","19","19","9","9","9","9","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Restaurant, Bab al-Sharqi area","33.34","44.4","Falafel Restaurant","Civilian","Iraqi","1","0","1","0","Male"
"Islamic State","Suspected","Confirmed Suicide","2","2015","6","3","0","0","0","25","0","0","0","0","0","25","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Hasakah","Prison, South of city","36.483333","40.75","Al Ahdath Prison (aka Juvenile Delinquency Institute, Ehdas prison, etc)","Political","Syrian","5","0","0","5","Unknown"
"Islamic State","Suspected","Confirmed Suicide","2","2015","6","3","0","0","0","25","0","0","0","0","0","25","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Hasakah","Prison, South of city","36.483333","40.75","Al Ahdath Prison (aka Juvenile Delinquency Institute, Ehdas prison, etc)","Political","Syrian","5","0","0","5","Unknown"
"Islamic State","Suspected","Confirmed Suicide","2","2015","6","3","0","0","0","25","0","0","0","0","0","25","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Hasakah","Prison, South of city","36.483333","40.75","Al Ahdath Prison (aka Juvenile Delinquency Institute, Ehdas prison, etc)","Political","Syrian","5","0","0","5","Unknown"
"Islamic State","Suspected","Confirmed Suicide","2","2015","6","3","0","0","0","25","0","0","0","0","0","25","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Hasakah","Prison, South of city","36.483333","40.75","Al Ahdath Prison (aka Juvenile Delinquency Institute, Ehdas prison, etc)","Political","Syrian","5","0","0","5","Unknown"
"Islamic State","Suspected","Confirmed Suicide","2","2015","6","3","0","0","0","25","0","0","0","0","0","25","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Hasakah","Prison, South of city","36.483333","40.75","Al Ahdath Prison (aka Juvenile Delinquency Institute, Ehdas prison, etc)","Political","Syrian","5","0","0","5","Unknown"
"Al-Shabaab","Claimed","Confirmed Suicide","4","2018","3","5","2","10","1","8","0","3","0","0","1","5","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Shabeellaha Hoose","Afgoye","Somali military base about 30 km (20 miles) northwest of the capital Mogadishu","2.1381","45.1212","Military base in Afgoye","Security","Somali","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2013","4","5","4","20","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Africa","Western Africa","Mali","Kidal","Kidal","Market","18.438889","1.408333","Patrol of Chadian UN peacekeepers","Security","Chadian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2012","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Yemen","'Adan","Aden","in front of a Yemeni election committee office","12.8","45.033333","Yemeni election committee office","Political","Yemeni","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2008","5","2","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Nimroz","Delaram","outside hq gate","32.15","63.43","Afghan National Police (ANP) district headquarters","Security","Afghan","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2015","9","7","29","29","3","3","2","2","0","0","1","1","1","0","0","0","0","Belt bomb","Africa","Middle Africa","Cameroon","ExtremeNord","Mora","Galdi neigborhood","11.03","14.09","Entrance to the town","Civilian","Cameroonian","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2015","9","7","29","29","3","3","2","2","0","0","1","1","1","0","0","0","0","Belt bomb","Africa","Middle Africa","Cameroon","ExtremeNord","Mora","Galdi neigborhood","11.03","14.09","Entrance to the town","Civilian","Cameroonian","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2007","2","6","226","331","105","135","105","135","0","0","0","0","0","1","0","0","0","Truck bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Market, Shia neighborhood of Al-Sadriya district","33.34","44.4","Market frequented by Iraqi Shia civilians","Civilian","Iraqi","1","0","1","0","Male"
"Al-Aqsa Martyrs Brigade","Claimed","Confirmed Suicide","4","2002","8","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Haifa","Umm Al-Fahm","Umm Al-Fahm Junction","32.51725","35.15349","Israeli Arab civilian transporting bomber in his car [likely failed attack]","Civilian","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2009","1","2","0","6","0","2","0","2","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Yarmouk district","36.33","43.11","Iraqi Army patrol","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","2","2008","2","5","0","0","1","2","1","2","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Khost","Esma'il Kheyl","Khost-Gardez highway, Sayed Ahmad area of Ismail Khel/Mandozai district","33.27","69.78","Afghan National Army (ANA) patrol","Security","Afghan","1","0","1","0","Male"
"Palestinian Islamic Jihad","Claimed","Confirmed Suicide","6","2002","7","3","20","40","3","5","3","5","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Tel Aviv","Tel Aviv","Mall, Neveh Sha¡¯anan Pedestrian Mall","32.08088","34.78057","Guest workers and recent immigrants","Civilian","Unknown","2","0","2","0","Male"
"Palestinian Islamic Jihad","Claimed","Confirmed Suicide","6","2002","7","3","20","40","3","5","3","5","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Tel Aviv","Tel Aviv","Mall, Neveh Sha¡¯anan Pedestrian Mall","32.08088","34.78057","Guest workers and recent immigrants","Civilian","Unknown","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2014","2","2","4","4","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Al Habbaniyah","33.434167","43.268611","Provincial council headquarters","Political","Iraqi","1","0","0","1","Unknown"
"Syrian Social Nationalist Party","Claimed","Confirmed Suicide","10","1985","7","3","2","2","1","1","1","1","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Lebanon","An Nabatiyah","Arnoun","Arnun's Barakeh Square","33.33","35.53","Israeli Defense Forces (IDF) miltary convoy","Security","Israeli","1","0","1","0","Male"
"Islamic State","Suspected","Possible - Conflicting Reports","3","2017","4","7","0","0","3","3","0","0","0","0","3","3","0","0","0","1","0","Unspecified","Asia","Western Asia","Iraq","Ninawa","Mosul","South of Mosul","36.33","43.11","Al-Areej Federal Helicopter Base","Security","Iraqi","4","0","0","4","Unknown"
"Islamic State","Suspected","Possible - Conflicting Reports","3","2017","4","7","0","0","3","3","0","0","0","0","3","3","0","0","0","1","0","Unspecified","Asia","Western Asia","Iraq","Ninawa","Mosul","South of Mosul","36.33","43.11","Al-Areej Federal Helicopter Base","Security","Iraqi","4","0","0","4","Unknown"
"Islamic State","Suspected","Possible - Conflicting Reports","3","2017","4","7","0","0","3","3","0","0","0","0","3","3","0","0","0","1","0","Unspecified","Asia","Western Asia","Iraq","Ninawa","Mosul","South of Mosul","36.33","43.11","Al-Areej Federal Helicopter Base","Security","Iraqi","4","0","0","4","Unknown"
"Islamic State","Suspected","Possible - Conflicting Reports","3","2017","4","7","0","0","3","3","0","0","0","0","3","3","0","0","0","1","0","Unspecified","Asia","Western Asia","Iraq","Ninawa","Mosul","South of Mosul","36.33","43.11","Al-Areej Federal Helicopter Base","Security","Iraqi","4","0","0","4","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2008","4","4","22","25","8","10","8","10","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","Outside NATO-ISAF Quick Reaction Force Offices","31.61","65.71","NATO-ISAF (Canadian) military convoy","Security","Canadian","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2006","8","7","15","18","5","8","5","8","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Street, Sadun Street, near the Palestine Hotel","33.34","44.4","Minibus transporting Iraqi civilians","Civilian","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2007","9","7","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Hilmand","Gereshk","Near a convoy in Helmand","31.82","64.54","Afghan National Army (ANA) military convoy","Security","Afghan","1","0","1","0","Male"
"Jamaat-ul-Ahrar","Claimed","Confirmed Suicide","5","2014","9","1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Thal","Tal Police Station","33.36","70.55","Tahl police station","Security","Pakistani","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2013","7","6","10","10","3","5","0","1","0","0","3","4","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Abbar al Hadari","Funeral for Shia family","33.583483","44.64225","Iraqi Shia civilians","Civilian","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","4","2017","1","2","6","6","6","7","0","0","0","0","6","7","0","0","0","1","0","Unspecified PBIED","Asia","Southern Asia","Afghanistan","Hilmand","Lashkar Gah","near the Afghan Parliament in Kabul","31.59","64.37","Guest House of Hajj Kudaidad, ex-Taliban Afghan intelligence official [survived]","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2017","6","1","3","3","3","3","3","3","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Western Asia","Syria","Idlib","Idlib","Marketplace","35.933333","36.633333","Syrian Civilians in Marketplace","Civilian","Syrian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2006","10","2","19","19","2","2","2","2","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Market, Al-Saidiah neighborhood, predominantly Shia","33.34","44.4","Iraqi civilians in market","Civilian","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2014","7","2","7","7","5","10","2","5","0","0","3","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Samarra","South of Samarra","34.19","43.87","Iraqi Army checkpoint","Security","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2014","5","4","23","23","3","5","0","0","0","0","3","5","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Karrada commerical district","33.34","44.4","Major Crimes Directorate headquarters","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","2","2006","11","6","3","5","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Logar","Daber","along Kabul-Khost Highway","33.85","68.95","NATO-ISAF military convoy","Security","Multinational","1","0","1","0","Male"
"Islamic State","Suspected","Confirmed Suicide","2","2018","1","3","1","5","2","2","0","0","0","0","2","2","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Kirkuk","Hawijah","Houses at the edge of Abbasi area west of the town of Hawijah","35.324825","43.766922","Iraqi Sunni tribal fighters","Security","Unknown","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2016","2","1","0","10","0","6","0","0","0","0","0","6","0","1","0","0","0","Truck bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Hamdhiyah","33.434167","43.268611","Iraqi security forces base","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2014","10","1","8","8","1","2","1","2","0","0","0","0","0","0","0","1","0","Unspecified","Asia","Southern Asia","Afghanistan","Nangarhar","Ghani Khel","In front of a hospital in Ghanikhail district","34.18745","70.8233","Afghan National Army (ANA) Vehicle","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2011","2","6","20","28","27","33","27","33","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Sala ad-Din","Samarra","Checkpoint, Security checkpoint on the outskirts of Samarra","34.19","43.87","Iraqi Shia pilgrims","Civilian","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2009","9","2","17","18","1","1","0","0","0","0","1","1","0","0","0","1","0","Other PBIED","Asia","Southern Asia","Afghanistan","Baghlan","Dahaneh-ye Ghowri","Route from Dahna Ghor village to Pul-e-Khumri","35.906168","68.488694","Afghan National Army (ANA) troops","Security","Afghan","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","2","2013","9","5","4","18","1","4","1","1","0","0","0","3","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Herat","Herat","Consulate, Outside of American diplomatic building","34.35","62.2","American consulate","Political","American","1","0","0","1","Unknown"
"Hamas","Claimed","Confirmed Suicide","2","1993","10","1","30","30","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Palestine","West Bank","Shilo (S)","Outside IDF Headquarters in Beit El","32.05","35.28333","Bus Carrying IDF Soldiers","Security","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2010","11","7","4","6","1","2","0","0","0","0","1","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Western Mosul","36.33","43.11","Iraqi Army checkpoint","Security","Iraqi","1","0","1","0","Male"
"Islamic State","Claimed","Confirmed Suicide","3","2014","6","3","24","24","5","5","5","5","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Marketplace in Sadr City","33.34","44.4","Civilians at market","Civilian","Iraqi","1","0","0","1","Unknown"
"Islamic State","Claimed","Confirmed Suicide","5","2014","10","2","60","60","19","25","12","18","0","0","7","7","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Khadmiyah District, at a checkpoint","33.34","44.4","Ahmad Khafaji, Member of Parliament and Leader of Shia Badr Militia [killed]","Political","Iraqi","1","0","1","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Liberation Tigers of Tamil Eelam","Claimed","Confirmed Suicide","6","2000","10","1","20","20","2","2","0","0","0","0","2","2","0","0","0","1","0","Scuba bomb","Asia","Southern Asia","Sri Lanka","Eastern","Trincomalee","Trincomalee port","8.571","81.233","Sri Lankan Navy (SLN) ship","Security","Sri Lankan","6","0","6","0","Male"
"Mujahideen Shura Council Iraq","Claimed","Confirmed Suicide","3","2006","9","7","2","2","2","2","0","0","0","0","2","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Ninawa","Tal Afar","Checkpoing in central Tal Afar","36.374167","42.443333","Iraqi Army checkpoint","Security","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2013","9","5","10","11","2","2","0","0","0","0","2","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Near an army base","36.33","43.11","Iraqi Army checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2006","2","7","4","4","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Green Zone, Iraqi army checkpoint","33.34","44.4","Iraqi Army checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2005","12","5","2","2","3","5","3","5","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","al-Kifah street","33.34","44.4","Iraqi Police patrol","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2006","11","3","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","South of Kandahar, not far from ISAF base","31.61","65.71","NATO-ISAF military convoy","Security","Multinational","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2006","5","7","17","18","13","13","13","13","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Safar Restaurant in Al-Karradah neighborhood","33.34","44.4","Iraqi Police officers at restaurant","Security","Iraqi","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Possible - Conflicting Reports","2","2014","9","2","6","6","5","5","0","0","0","0","5","5","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kandahar","Maywand","Lashkargah Square","31.73","65.12","Afghan National Civil Order Police (ANCOP) convoy","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2005","5","7","12","14","4","6","2","4","0","0","0","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Safranija suburb","33.34","44.4","US military checkpoint","Security","American","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2017","11","5","5","6","1","3","0","0","0","0","1","3","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Hayatabad","Road near Zarghooni Mosque","33.975681","71.434965","Additional Inspector General Muhammad Ashraf Noor's vehicle (Killed)","Security","Pakistani","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2019","7","4","20","20","3","3","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Eastern Kabul","34.53","69.17","Convoy of foreign troops","Security","Unknown","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2010","5","5","1","5","0","1","0","1","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Paktya","Gardez","In front of Hamdard's car","33.59","69.23","Juma Khan Hamdard, Governor of Pakita Province (survived)","Political","Afghan","1","0","1","0","Male"
"Hamas","Claimed","Confirmed Suicide","6","2001","5","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Palestine","Gaza","Gaza City","South Gaza, Near Khan Yunis","31.5","34.47","Hasem Tufah Road Block","Security","Israeli","2","0","2","0","Male"
"Hamas","Claimed","Confirmed Suicide","6","2001","5","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Palestine","Gaza","Gaza City","South Gaza, Near Khan Yunis","31.5","34.47","Hasem Tufah Road Block","Security","Israeli","2","0","2","0","Male"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","4","2014","7","5","3","3","1","1","1","1","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Sindh","Karachi","Preedy Street in Saddar area","24.91","67.08","Detonation after collision with another motorcycle","Civilian","Pakistani","1","0","1","0","Male"
"Islamic State West Africa Province","Suspected","Confirmed Suicide","3","2015","3","6","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Africa","Western Africa","Nigeria","Borno","Beni Sheik","Main Gate of Market","11.808354","12.494828","Nigerian Army checkpoint IVO Market","Security","Nigerian","1","0","0","1","Unknown"
"Hamas","Claimed","Confirmed Suicide","6","1996","3","1","126","130","14","14","13","13","0","0","1","1","1","0","0","0","0","Belt bomb","Asia","Western Asia","Israel","Tel Aviv","Tel Aviv","Shopping Mall, Dizengoff Street","32.08088","34.78057","Civilians at shopping Mall","Civilian","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2008","7","1","9","9","2","2","0","0","0","0","2","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Rawah","Al-Simsimiya area","34.46","41.91","Sahwa/Awakening Council checkpoint","Security","Iraqi","1","0","1","0","Male"
"Revolutionary People's Liberation Party/Front","Denied","Confirmed Suicide","7","2015","1","2","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","Belt bomb","Asia","Western Asia","Turkey","Istanbul","Istanbul","Sultanahmet District","41.017","28.967","Turkish Police Station","Security","Turkish","1","1","0","0","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","5","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","Sindh","Karachi","Orangi Town, Pareshan Chowk, Faqir Colony","24.91","67.08","Rangers Assaulting Militant Safe-House","Security","Pakistani","2","0","1","1","Unknown"
