"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"Washington","791","4","7","758","2011/12","12","December","2011","193469","819","1039","77208"
"North Carolina","1811","20","11","575","2011/12","12","December","2011","329621","3327","1242","17601"
"Maine","115","4","0","8","2011/12","12","December","2011","21821","359","0","350"
"New York","452","46","55","1024","2011/12","12","December","2011","113817","4849","5059","86706"
"Montana","81","6","24","5","2011/12","12","December","2011","15568","850","2072","109"
"Nevada","424","0","0","81","2011/12","12","December","2011","77525","0","0","5369"
"Hawaii","117","0","0","112","2011/12","12","December","2011","36435","0","0","7376"
"Mississippi","308","6","4","36","2012/01","1","January","2012","42495","626","255","3104"
"Oklahoma","591","18","4","143","2012/01","1","January","2012","105361","1430","200","5096"
"Minnesota","264","0","0","322","2012/01","1","January","2012","73680","0","0","40748"
"Illinois","352","8","4","47","2012/01","1","January","2012","79029","902","320","3607"
"Georgia","1112","32","7","525","2012/01","1","January","2012","206083","4228","244","65545"
"Arkansas","324","38","0","0","2012/01","1","January","2012","58036","3509","0","0"
"New Mexico","266","6","0","10","2012/01","1","January","2012","48313","731","0","779"
"Indiana","458","12","71","10","2012/01","1","January","2012","87726","870","3347","632"
"Maryland","738","4","0","152","2012/01","1","January","2012","135208","596","0","14187"
"Texas","5722","114","26","2904","2012/01","1","January","2012","1082754","8528","1884","229871"
"Wyoming","84","0","0","0","2012/01","1","January","2012","25620","0","0","0"
"Tennessee","843","2","24","397","2012/01","1","January","2012","140455","92","1665","25203"
"Iowa","180","0","10","82","2012/01","1","January","2012","32886","0","891","5641"
"Wisconsin","233","6","3","116","2012/01","1","January","2012","52003","651","274","8098"
"Arizona","894","2","3","305","2012/01","1","January","2012","210831","276","431","19149"
"Louisiana","795","16","0","78","2012/01","1","January","2012","139601","1485","0","5817"
"Michigan","409","0","3","38","2012/01","1","January","2012","83793","0","181","2902"
"Kansas","169","22","0","18","2012/01","1","January","2012","37007","3135","0","1642"
"Utah","515","4","18","106","2012/01","1","January","2012","108261","484","1782","9113"
"Virginia","1154","2","12","523","2012/01","1","January","2012","212623","331","1442","17570"
"Oregon","395","0","24","222","2012/01","1","January","2012","95901","0","2822","19103"
"Connecticut","112","8","0","34","2012/01","1","January","2012","36002","574","0","2613"
"District of Columbia","12","22","0","0","2012/01","1","January","2012","2320","1418","0","0"
"New Hampshire","92","6","0","26","2012/01","1","January","2012","15105","816","0","2200"
"Massachusetts","292","18","6","113","2012/01","1","January","2012","76351","2202","500","11075"
"West Virginia","69","0","0","5","2012/01","1","January","2012","11506","0","0","250"
"South Carolina","995","4","0","342","2012/01","1","January","2012","208806","282","0","14817"
"Vermont","18","2","0","16","2012/01","1","January","2012","5459","340","0","1584"
"Delaware","197","12","0","111","2012/01","1","January","2012","26611","1259","2674","8501"
"North Dakota","72","0","0","56","2012/01","1","January","2012","12927","0","0","3858"
"California","1525","76","52","463","2012/01","1","January","2012","412956","17312","6378","68830"
"Pennsylvania","739","12","33","610","2012/01","1","January","2012","131726","867","2469","16758"
"Florida","2624","70","129","1853","2012/01","1","January","2012","659454","5471","14428","152471"
"Kentucky","310","4","11","111","2012/01","1","January","2012","52912","190","448","4924"
"Rhode Island","44","2","3","0","2012/01","1","January","2012","7404","110","100","0"
"Nebraska","175","2","3","47","2012/01","1","January","2012","33825","165","160","3277"
"Missouri","394","8","80","61","2012/01","1","January","2012","81443","656","2500","4458"
"Ohio","486","6","10","579","2012/01","1","January","2012","114476","509","662","44142"
"Alabama","551","2","0","321","2012/01","1","January","2012","99320","266","0","19713"
"South Dakota","76","0","0","64","2012/01","1","January","2012","13414","0","0","3800"
"Alaska","29","2","3","0","2012/01","1","January","2012","7307","260","400","0"
"Colorado","696","2","4","287","2012/01","1","January","2012","179469","340","710","24767"
"Idaho","300","2","20","0","2012/01","1","January","2012","53966","217","1416","0"
"New Jersey","408","40","3","499","2012/01","1","January","2012","96920","4506","169","39711"
"Washington","919","16","12","191","2012/01","1","January","2012","224951","2621","1370","28480"
"North Carolina","1942","4","55","1977","2012/01","1","January","2012","362531","521","3746","170378"
"Maine","75","0","4","62","2012/01","1","January","2012","12414","0","200","6812"
"New York","449","30","33","966","2012/01","1","January","2012","102886","3078","3449","84509"
"Montana","69","2","4","15","2012/01","1","January","2012","14896","153","265","658"
"Nevada","287","0","0","141","2012/01","1","January","2012","48932","0","0","10535"
"Hawaii","122","2","0","85","2012/01","1","January","2012","36753","643","0","10440"
"Mississippi","281","12","8","36","2012/02","2","February","2012","44831","1162","605","2706"
"Oklahoma","574","20","24","16","2012/02","2","February","2012","101962","1736","1800","1109"
"Minnesota","375","2","6","422","2012/02","2","February","2012","95018","196","877","51180"
"Illinois","409","8","3","144","2012/02","2","February","2012","89393","1258","637","13044"
"Georgia","1437","12","13","887","2012/02","2","February","2012","255205","1324","1945","92953"
"Arkansas","404","24","8","242","2012/02","2","February","2012","68071","2978","260","17986"
"New Mexico","275","4","12","21","2012/02","2","February","2012","50536","326","1223","1635"
"Indiana","760","4","7","299","2012/02","2","February","2012","128967","501","400","16309"
"Maryland","767","6","0","278","2012/02","2","February","2012","148697","894","0","30879"
"Texas","5887","88","45","2758","2012/02","2","February","2012","1148895","6857","4184","170965"
"Wyoming","111","0","0","5","2012/02","2","February","2012","27041","0","0","428"
"Tennessee","1073","30","7","99","2012/02","2","February","2012","194796","1343","347","8631"
"Iowa","293","4","3","65","2012/02","2","February","2012","55511","489","275","7408"
"Wisconsin","369","10","7","216","2012/02","2","February","2012","77272","780","848","15505"
"Arizona","1206","10","0","968","2012/02","2","February","2012","308114","1521","0","96855"
"Louisiana","956","18","3","55","2012/02","2","February","2012","177674","1299","242","3285"
"Michigan","529","0","8","5","2012/02","2","February","2012","95642","0","916","3542"
"Kansas","253","6","0","44","2012/02","2","February","2012","47780","404","0","4109"
"Utah","516","0","74","297","2012/02","2","February","2012","107086","0","5321","22481"
"Virginia","1916","20","27","746","2012/02","2","February","2012","334963","1556","2909","62025"
"Oregon","447","10","35","117","2012/02","2","February","2012","100293","1402","4037","17148"
"Connecticut","114","4","0","292","2012/02","2","February","2012","28535","402","0","18924"
"District of Columbia","12","0","0","49","2012/02","2","February","2012","3441","0","0","5000"
"New Hampshire","88","2","0","0","2012/02","2","February","2012","19161","305","0","0"
"Massachusetts","302","22","25","733","2012/02","2","February","2012","73597","2781","2599","75656"
"West Virginia","73","4","0","5","2012/02","2","February","2012","13376","281","0","250"
"South Carolina","1145","2","4","307","2012/02","2","February","2012","232876","102","343","34208"
"Vermont","50","0","0","5","2012/02","2","February","2012","9119","0","0","515"
"Delaware","175","32","4","44","2012/02","2","February","2012","27038","7267","375","2652"
"North Dakota","151","0","0","68","2012/02","2","February","2012","26431","0","0","5844"
"California","1616","44","50","1657","2012/02","2","February","2012","431769","8060","14715","205091"
"Pennsylvania","1036","22","59","75","2012/02","2","February","2012","189923","1816","7059","6492"
"Florida","2973","34","153","465","2012/02","2","February","2012","760904","2984","19026","39488"
"Kentucky","377","4","70","91","2012/02","2","February","2012","60008","198","3585","5368"
"Rhode Island","24","2","0","0","2012/02","2","February","2012","4023","110","0","0"
"Nebraska","242","2","3","91","2012/02","2","February","2012","41734","220","205","5310"
"Missouri","514","62","59","100","2012/02","2","February","2012","84060","3708","4104","6878"
"Ohio","542","12","24","201","2012/02","2","February","2012","114527","1329","1790","9343"
"Alabama","568","8","0","105","2012/02","2","February","2012","107814","391","0","8857"
"South Dakota","116","0","0","12","2012/02","2","February","2012","21375","0","0","669"
"Alaska","35","0","4","0","2012/02","2","February","2012","9774","0","703","0"
"Colorado","710","14","8","119","2012/02","2","February","2012","189294","2021","996","11145"
"Idaho","291","4","40","22","2012/02","2","February","2012","56932","586","2457","1522"
"New Jersey","466","36","19","576","2012/02","2","February","2012","94015","4822","1784","47537"
"Washington","1053","12","7","487","2012/02","2","February","2012","262269","2250","2134","63680"
"North Carolina","2432","24","55","887","2012/02","2","February","2012","447913","2213","4304","67717"
"Maine","119","8","4","13","2012/02","2","February","2012","18776","755","540","606"
"New York","492","54","41","861","2012/02","2","February","2012","109186","5868","3776","72738"
"Montana","79","8","16","17","2012/02","2","February","2012","15528","804","1535","1360"
"Nevada","357","32","0","168","2012/02","2","February","2012","54543","1767","0","10871"
"Hawaii","96","0","0","0","2012/02","2","February","2012","29692","0","0","0"
"Mississippi","354","14","4","37","2012/03","3","March","2012","56446","1587","255","3544"
"Oklahoma","632","8","10","36","2012/03","3","March","2012","109246","853","908","3221"
"Minnesota","579","2","40","67","2012/03","3","March","2012","136418","219","5298","7636"
"Illinois","837","46","21","597","2012/03","3","March","2012","181741","5144","2979","104628"
"Georgia","1498","6","14","270","2012/03","3","March","2012","270544","391","1611","24132"
"Arkansas","443","10","22","152","2012/03","3","March","2012","75270","459","1924","8232"
"New Mexico","325","0","3","362","2012/03","3","March","2012","59530","0","422","25571"
"Indiana","992","32","15","148","2012/03","3","March","2012","193939","3940","828","15114"
"Maryland","766","26","0","274","2012/03","3","March","2012","143015","1694","0","24780"
"Texas","6380","88","121","4380","2012/03","3","March","2012","1199154","6524","5827","284229"
"Wyoming","130","2","0","145","2012/03","3","March","2012","35460","125","0","9728"
"Tennessee","1177","10","8","838","2012/03","3","March","2012","207736","430","474","61645"
"Iowa","628","12","3","162","2012/03","3","March","2012","127097","1328","269","16683"
"Wisconsin","588","22","3","378","2012/03","3","March","2012","129986","2317","248","18466"
"Arizona","1237","8","15","114","2012/03","3","March","2012","270453","696","2144","15726"
"Louisiana","926","30","3","83","2012/03","3","March","2012","171826","1715","249","5069"
"Michigan","761","0","3","92","2012/03","3","March","2012","127129","0","238","11275"
"Kansas","289","12","4","81","2012/03","3","March","2012","59110","1102","628","7745"
"Utah","705","4","28","371","2012/03","3","March","2012","150118","677","3511","30115"
"Virginia","1342","12","46","772","2012/03","3","March","2012","235503","1341","6317","42036"
"Oregon","536","4","11","170","2012/03","3","March","2012","126472","546","994","20816"
"Connecticut","192","4","32","21","2012/03","3","March","2012","51788","717","4296","1732"
"District of Columbia","22","2","0","141","2012/03","3","March","2012","4057","250","0","50000"
"New Hampshire","126","4","7","17","2012/03","3","March","2012","26266","299","529","2526"
"Massachusetts","465","12","15","109","2012/03","3","March","2012","113010","1252","1475","8817"
"West Virginia","134","2","0","92","2012/03","3","March","2012","21811","156","0","3850"
"South Carolina","1398","10","0","210","2012/03","3","March","2012","286194","1442","0","18466"
"Vermont","93","0","0","74","2012/03","3","March","2012","15895","0","0","6261"
"Delaware","231","28","8","49","2012/03","3","March","2012","28542","3153","961","5088"
"North Dakota","357","2","0","382","2012/03","3","March","2012","60725","497","0","26855"
"California","2050","46","111","3974","2012/03","3","March","2012","563591","8477","17727","606113"
"Pennsylvania","1170","74","56","208","2012/03","3","March","2012","230250","6932","4370","11774"
"Florida","3438","24","179","1783","2012/03","3","March","2012","875781","1358","16164","151745"
"Kentucky","468","16","62","336","2012/03","3","March","2012","74560","1404","2496","14182"
"Rhode Island","51","2","0","5","2012/03","3","March","2012","10715","162","0","324"
"Nebraska","386","4","3","294","2012/03","3","March","2012","71867","400","360","28428"
"Missouri","634","30","7","212","2012/03","3","March","2012","119876","2416","577","22898"
"Ohio","940","26","26","317","2012/03","3","March","2012","200341","2647","2315","20455"
"Alabama","681","4","12","434","2012/03","3","March","2012","124606","415","598","35924"
"South Dakota","259","0","0","39","2012/03","3","March","2012","43060","0","0","2486"
"Alaska","56","0","0","0","2012/03","3","March","2012","14269","0","0","0"
"Colorado","913","36","36","702","2012/03","3","March","2012","250161","4598","3583","75068"
"Idaho","375","2","39","72","2012/03","3","March","2012","73544","150","2402","5380"
"New Jersey","594","38","11","648","2012/03","3","March","2012","113431","5823","1683","54247"
"Washington","1664","8","31","1090","2012/03","3","March","2012","414873","1205","5875","125311"
"North Carolina","2605","28","48","1069","2012/03","3","March","2012","468975","2363","3070","90873"
"Maine","155","0","0","5","2012/03","3","March","2012","28664","0","0","219"
"New York","739","66","51","735","2012/03","3","March","2012","170088","7098","4689","61991"
"Montana","134","4","15","113","2012/03","3","March","2012","23917","133","1554","11368"
"Nevada","620","8","0","328","2012/03","3","March","2012","99151","279","0","19252"
"Hawaii","142","0","4","220","2012/03","3","March","2012","43442","0","570","18871"
"Mississippi","363","8","49","35","2012/04","4","April","2012","56878","762","2479","3057"
"Oklahoma","820","8","10","34","2012/04","4","April","2012","133109","705","542","2624"
"Minnesota","763","4","3","303","2012/04","4","April","2012","178370","544","255","38755"
"Illinois","729","48","23","155","2012/04","4","April","2012","169893","6661","3001","21815"
"Georgia","1493","4","7","714","2012/04","4","April","2012","272942","286","311","57737"
"Arkansas","411","16","11","0","2012/04","4","April","2012","76348","955","645","0"
"New Mexico","315","12","6","20","2012/04","4","April","2012","57633","1474","719","1557"
"Indiana","974","28","22","315","2012/04","4","April","2012","199333","2764","2297","21576"
"Maryland","751","8","0","166","2012/04","4","April","2012","154212","933","0","14188"
"Texas","6915","106","46","3111","2012/04","4","April","2012","1372849","8402","2176","200790"
"Wyoming","140","8","3","5","2012/04","4","April","2012","34612","585","268","428"
"Tennessee","1148","12","29","189","2012/04","4","April","2012","200934","1040","1688","13548"
"Iowa","693","26","14","82","2012/04","4","April","2012","140192","2326","1212","9348"
"Wisconsin","758","20","20","282","2012/04","4","April","2012","151748","1569","1397","35366"
"Arizona","1575","8","6","116","2012/04","4","April","2012","383481","697","857","9498"
"Louisiana","949","68","3","64","2012/04","4","April","2012","176290","9529","496","5283"
"Michigan","936","6","8","46","2012/04","4","April","2012","184413","821","994","2816"
"Kansas","320","8","14","309","2012/04","4","April","2012","71318","907","1057","21548"
"Utah","887","12","3","51","2012/04","4","April","2012","194285","1799","250","4521"
"Virginia","1365","26","4","623","2012/04","4","April","2012","284930","2243","1344","43977"
"Oregon","533","22","53","329","2012/04","4","April","2012","125697","2885","6781","21994"
"Connecticut","188","6","0","55","2012/04","4","April","2012","53731","799","0","3822"
"District of Columbia","35","0","0","0","2012/04","4","April","2012","3356","0","0","0"
"New Hampshire","179","12","7","5","2012/04","4","April","2012","36397","692","663","334"
"Massachusetts","406","18","6","596","2012/04","4","April","2012","110264","1780","820","98074"
"West Virginia","183","20","0","5","2012/04","4","April","2012","29179","800","0","204"
"South Carolina","1294","6","0","149","2012/04","4","April","2012","253092","306","0","7993"
"Vermont","116","8","0","5","2012/04","4","April","2012","25161","719","0","317"
"Delaware","241","18","4","89","2012/04","4","April","2012","30147","1588","349","3338"
"North Dakota","365","20","8","241","2012/04","4","April","2012","69592","919","700","18834"
"California","1981","102","45","1186","2012/04","4","April","2012","578764","17464","9555","161227"
"Pennsylvania","1350","46","35","348","2012/04","4","April","2012","240834","4062","3481","27091"
"Florida","3120","50","27","1347","2012/04","4","April","2012","788306","3194","3300","138794"
"Kentucky","413","40","7","58","2012/04","4","April","2012","72608","2302","453","2882"
"Rhode Island","57","4","0","0","2012/04","4","April","2012","11303","398","0","0"
"Nebraska","383","0","0","63","2012/04","4","April","2012","72104","0","0","2586"
"Missouri","556","28","15","128","2012/04","4","April","2012","117937","2208","1590","7860"
"Ohio","947","12","32","460","2012/04","4","April","2012","204064","1173","3514","27239"
"Alabama","718","10","4","44","2012/04","4","April","2012","135247","599","153","3046"
"South Dakota","370","4","23","28","2012/04","4","April","2012","66519","305","2127","904"
"Alaska","94","4","3","0","2012/04","4","April","2012","23977","593","358","0"
"Colorado","1070","20","4","884","2012/04","4","April","2012","317783","3291","349","68091"
"Idaho","529","4","55","66","2012/04","4","April","2012","99314","381","3628","3686"
"New Jersey","692","44","26","782","2012/04","4","April","2012","134663","5975","2159","59136"
"Washington","1406","4","13","636","2012/04","4","April","2012","356138","1152","2891","80500"
"North Carolina","2207","6","71","801","2012/04","4","April","2012","392195","553","3614","49862"
"Maine","228","2","3","17","2012/04","4","April","2012","38233","200","210","731"
"New York","825","58","25","1498","2012/04","4","April","2012","198901","6664","2657","153711"
"Montana","204","4","20","95","2012/04","4","April","2012","37877","499","1216","6736"
"Nevada","750","0","0","17","2012/04","4","April","2012","111605","0","0","636"
"Hawaii","152","0","0","238","2012/04","4","April","2012","49140","0","0","28799"
"Mississippi","472","10","16","145","2012/05","5","May","2012","71680","748","779","11423"
"Oklahoma","689","28","4","767","2012/05","5","May","2012","121591","1505","289","31182"
"Minnesota","863","2","0","191","2012/05","5","May","2012","201498","219","0","22067"
"Illinois","960","40","41","125","2012/05","5","May","2012","214908","6724","5727","12976"
"Georgia","1518","4","3","195","2012/05","5","May","2012","295626","286","136","10841"
"Arkansas","533","22","23","16","2012/05","5","May","2012","93368","1350","1120","200"
"New Mexico","390","0","11","30","2012/05","5","May","2012","70338","0","1082","2335"
"Indiana","1129","32","0","209","2012/05","5","May","2012","218890","3226","0","14174"
"Maryland","885","8","0","254","2012/05","5","May","2012","166323","730","0","21933"
"Texas","7496","148","51","4247","2012/05","5","May","2012","1519670","21575","2755","370952"
"Wyoming","170","2","0","12","2012/05","5","May","2012","52945","326","0","1084"
"Tennessee","1191","10","31","490","2012/05","5","May","2012","216577","830","1344","35884"
"Iowa","745","20","24","364","2012/05","5","May","2012","151205","1910","1318","48088"
"Wisconsin","878","48","4","495","2012/05","5","May","2012","182345","4287","400","35376"
"Arizona","1733","6","52","154","2012/05","5","May","2012","401674","604","6152","13602"
"Louisiana","982","20","3","89","2012/05","5","May","2012","171762","2043","496","7757"
"Michigan","1109","6","31","230","2012/05","5","May","2012","228975","907","5169","21159"
"Kansas","336","28","30","102","2012/05","5","May","2012","76735","2100","1817","8519"
"Utah","996","6","18","181","2012/05","5","May","2012","218751","791","2119","13398"
"Virginia","1594","16","6","927","2012/05","5","May","2012","312941","1857","289","50618"
"Oregon","691","14","31","487","2012/05","5","May","2012","161372","2195","2530","37857"
"Connecticut","206","24","6","122","2012/05","5","May","2012","61963","3749","1842","18081"
"District of Columbia","46","16","0","550","2012/05","5","May","2012","9099","1392","0","92265"
"New Hampshire","248","30","11","0","2012/05","5","May","2012","46419","3768","1883","0"
"Massachusetts","490","18","22","542","2012/05","5","May","2012","140230","2009","3761","55973"
"West Virginia","191","0","0","17","2012/05","5","May","2012","32458","0","0","1033"
"South Carolina","1295","30","0","1007","2012/05","5","May","2012","255243","2008","0","58065"
"Vermont","129","6","3","15","2012/05","5","May","2012","26265","640","517","1131"
"Delaware","269","8","0","25","2012/05","5","May","2012","34759","435","0","1945"
"North Dakota","426","16","3","147","2012/05","5","May","2012","79586","1328","363","5990"
"California","2565","48","107","2985","2012/05","5","May","2012","764112","9713","16990","449970"
"Pennsylvania","1390","34","25","90","2012/05","5","May","2012","272606","2137","3056","6080"
"Florida","3745","64","46","1421","2012/05","5","May","2012","960174","7178","6860","163449"
"Kentucky","561","34","63","15","2012/05","5","May","2012","91582","2748","5090","1206"
"Rhode Island","58","4","0","0","2012/05","5","May","2012","10404","317","0","0"
"Nebraska","494","6","0","177","2012/05","5","May","2012","97160","578","0","8969"
"Missouri","745","26","7","245","2012/05","5","May","2012","143411","3396","965","17076"
"Ohio","1063","8","22","550","2012/05","5","May","2012","223569","1007","1927","42627"
"Alabama","773","2","0","383","2012/05","5","May","2012","139683","266","0","18281"
"South Dakota","313","4","4","17","2012/05","5","May","2012","55701","381","160","963"
"Alaska","89","6","0","11","2012/05","5","May","2012","23271","913","0","1883"
"Colorado","1262","12","3","636","2012/05","5","May","2012","382411","1613","343","44787"
"Idaho","595","42","52","52","2012/05","5","May","2012","116263","5135","3488","3645"
"New Jersey","672","36","9","562","2012/05","5","May","2012","140961","3737","572","55791"
"Washington","1668","26","24","891","2012/05","5","May","2012","423716","3939","4131","96702"
"North Carolina","2646","20","51","2424","2012/05","5","May","2012","501249","1604","5034","168736"
"Maine","236","10","4","37","2012/05","5","May","2012","39240","675","540","1370"
"New York","970","66","55","1144","2012/05","5","May","2012","220650","7318","6753","122247"
"Montana","168","12","11","6","2012/05","5","May","2012","31653","1410","2020","238"
"Nevada","782","0","0","10","2012/05","5","May","2012","132128","0","0","1300"
"Hawaii","166","0","0","10","2012/05","5","May","2012","52666","0","0","3299"
"Mississippi","374","10","14","28","2012/06","6","June","2012","64177","954","608","2220"
"Oklahoma","663","8","20","45","2012/06","6","June","2012","119019","733","1210","3554"
"Minnesota","902","6","3","198","2012/06","6","June","2012","215721","792","571","20553"
"Illinois","795","46","53","195","2012/06","6","June","2012","177560","6579","7527","38400"
"Georgia","1559","6","51","671","2012/06","6","June","2012","283066","574","3151","59776"
"Arkansas","371","22","4","178","2012/06","6","June","2012","71989","1852","150","9180"
"New Mexico","333","0","6","44","2012/06","6","June","2012","61669","0","670","3337"
"Indiana","1018","24","7","415","2012/06","6","June","2012","192767","2510","295","25948"
"Maryland","855","6","0","388","2012/06","6","June","2012","171986","700","0","29093"
"Texas","6914","88","37","4137","2012/06","6","June","2012","1394279","6900","1757","267773"
"Wyoming","147","0","4","8","2012/06","6","June","2012","40278","0","568","685"
"Tennessee","1206","22","16","604","2012/06","6","June","2012","209653","1319","1201","41619"
"Iowa","692","28","26","111","2012/06","6","June","2012","135194","2618","2131","12251"
"Wisconsin","704","10","4","219","2012/06","6","June","2012","155688","1187","440","12903"
"Arizona","1548","6","3","127","2012/06","6","June","2012","355240","476","299","15651"
"Louisiana","947","22","3","87","2012/06","6","June","2012","176994","1967","496","6207"
"Michigan","952","10","33","55","2012/06","6","June","2012","190500","1860","2301","4049"
"Kansas","325","32","14","389","2012/06","6","June","2012","75545","2847","1982","18841"
"Utah","908","4","22","236","2012/06","6","June","2012","199911","495","2837","20526"
"Virginia","1613","26","12","645","2012/06","6","June","2012","306221","2465","1274","35455"
"Oregon","598","16","27","156","2012/06","6","June","2012","145497","2252","3241","18676"
"Connecticut","211","10","8","563","2012/06","6","June","2012","58721","770","1394","68738"
"District of Columbia","23","4","0","322","2012/06","6","June","2012","5045","750","0","23338"
"New Hampshire","183","22","0","26","2012/06","6","June","2012","40891","1420","0","2944"
"Massachusetts","434","24","13","204","2012/06","6","June","2012","122199","3947","2529","19297"
"West Virginia","158","2","0","8","2012/06","6","June","2012","25156","150","0","300"
"South Carolina","1422","12","0","270","2012/06","6","June","2012","285236","636","0","14530"
"Vermont","111","4","0","33","2012/06","6","June","2012","21320","423","0","2507"
"Delaware","281","16","8","119","2012/06","6","June","2012","35167","905","881","8906"
"North Dakota","323","22","30","211","2012/06","6","June","2012","61210","1124","1758","16996"
"California","2795","90","125","3025","2012/06","6","June","2012","799881","16222","22279","414114"
"Pennsylvania","1382","32","35","839","2012/06","6","June","2012","251332","3571","3583","138389"
"Florida","3727","46","59","1435","2012/06","6","June","2012","945985","4657","8617","139298"
"Kentucky","492","4","7","399","2012/06","6","June","2012","86702","340","284","17790"
"Rhode Island","58","4","0","0","2012/06","6","June","2012","11909","383","0","0"
"Nebraska","413","10","3","277","2012/06","6","June","2012","81642","1031","218","16915"
"Missouri","695","26","4","236","2012/06","6","June","2012","144552","2700","270","16261"
"Ohio","1055","30","26","266","2012/06","6","June","2012","227149","2643","3904","16466"
"Alabama","705","2","3","354","2012/06","6","June","2012","129690","266","164","24260"
"South Dakota","334","2","8","207","2012/06","6","June","2012","60101","183","877","14644"
"Alaska","161","2","0","0","2012/06","6","June","2012","36872","93","0","0"
"Colorado","1347","8","11","908","2012/06","6","June","2012","397555","1041","1897","61498"
"Idaho","530","2","64","23","2012/06","6","June","2012","111407","389","3997","1876"
"New Jersey","675","32","12","1379","2012/06","6","June","2012","148198","4580","998","140174"
"Washington","1603","26","4","1371","2012/06","6","June","2012","424022","4987","487","248085"
"North Carolina","2688","56","11","1128","2012/06","6","June","2012","500240","7512","1350","91128"
"Maine","265","24","4","20","2012/06","6","June","2012","44588","2235","250","1262"
"New York","822","102","102","1192","2012/06","6","June","2012","186326","11233","11176","109185"
"Montana","180","14","14","5","2012/06","6","June","2012","37852","2100","1340","109"
"Nevada","825","0","0","330","2012/06","6","June","2012","132071","0","0","84475"
"Hawaii","231","2","69","194","2012/06","6","June","2012","68975","544","14308","27304"
"Mississippi","462","2","171","5","2012/07","7","July","2012","67171","150","4573","125"
"Oklahoma","673","6","15","35","2012/07","7","July","2012","121037","530","2295","2271"
"Minnesota","863","2","6","601","2012/07","7","July","2012","204861","219","675","76704"
"Illinois","834","30","25","224","2012/07","7","July","2012","189683","3333","3673","26552"
"Georgia","1352","8","16","630","2012/07","7","July","2012","247981","616","2635","49920"
"Arkansas","494","8","3","69","2012/07","7","July","2012","92682","715","85","930"
"New Mexico","389","8","11","41","2012/07","7","July","2012","71076","915","1267","3103"
"Indiana","946","6","7","86","2012/07","7","July","2012","187728","393","950","4414"
"Maryland","793","10","0","399","2012/07","7","July","2012","160691","1167","0","39806"
"Texas","6864","56","382","4701","2012/07","7","July","2012","1372375","3561","23105","337697"
"Wyoming","126","2","0","5","2012/07","7","July","2012","28689","160","0","475"
"Tennessee","1118","16","19","51","2012/07","7","July","2012","206865","1078","1310","3758"
"Iowa","744","12","22","58","2012/07","7","July","2012","137899","1203","1829","5235"
"Wisconsin","780","36","7","143","2012/07","7","July","2012","162581","3326","650","9627"
"Arizona","1636","14","15","331","2012/07","7","July","2012","371171","1310","2184","37194"
"Louisiana","944","24","10","71","2012/07","7","July","2012","160805","1994","870","4569"
"Michigan","1014","0","53","92","2012/07","7","July","2012","197864","0","3652","8674"
"Kansas","331","38","0","169","2012/07","7","July","2012","74657","4814","0","20300"
"Utah","807","6","53","275","2012/07","7","July","2012","185983","765","4874","23776"
"Virginia","1568","30","13","886","2012/07","7","July","2012","304766","2413","528","50246"
"Oregon","682","12","11","455","2012/07","7","July","2012","159568","1783","1254","46009"
"Connecticut","220","6","6","170","2012/07","7","July","2012","58835","1363","1701","30483"
"District of Columbia","18","4","0","377","2012/07","7","July","2012","4187","881","0","27324"
"New Hampshire","209","26","0","0","2012/07","7","July","2012","40782","1753","0","0"
"Massachusetts","501","20","23","171","2012/07","7","July","2012","135874","2293","3265","17531"
"West Virginia","181","0","11","23","2012/07","7","July","2012","25303","0","742","1804"
"South Carolina","1352","6","0","110","2012/07","7","July","2012","268083","306","0","7614"
"Vermont","86","2","0","0","2012/07","7","July","2012","15790","180","0","0"
"Delaware","231","32","8","36","2012/07","7","July","2012","30951","2815","1011","1751"
"North Dakota","319","0","44","192","2012/07","7","July","2012","56908","0","5484","15290"
"California","2671","46","106","2724","2012/07","7","July","2012","729222","9600","17516","374313"
"Pennsylvania","1248","12","115","608","2012/07","7","July","2012","240113","973","7843","128974"
"Florida","3882","32","45","1195","2012/07","7","July","2012","1013793","2793","7375","92503"
"Kentucky","479","38","47","89","2012/07","7","July","2012","87159","2209","1723","3307"
"Rhode Island","67","6","3","0","2012/07","7","July","2012","22272","528","130","0"
"Nebraska","378","24","3","75","2012/07","7","July","2012","67963","3240","218","4065"
"Missouri","566","34","8","58","2012/07","7","July","2012","124087","3163","418","3315"
"Ohio","1034","12","21","563","2012/07","7","July","2012","225585","902","2595","40046"
"Alabama","829","0","0","383","2012/07","7","July","2012","140669","0","0","26303"
"South Dakota","249","4","12","126","2012/07","7","July","2012","42380","466","1388","8799"
"Alaska","63","14","7","30","2012/07","7","July","2012","17682","2422","1411","4289"
"Colorado","1245","28","10","866","2012/07","7","July","2012","327958","4861","1284","80895"
"Idaho","586","0","24","111","2012/07","7","July","2012","114969","0","1451","7481"
"New Jersey","647","92","20","1150","2012/07","7","July","2012","130861","8412","2013","157684"
"Washington","1606","40","23","940","2012/07","7","July","2012","407703","5518","1666","122443"
"North Carolina","2607","20","24","1927","2012/07","7","July","2012","493777","1604","2058","154486"
"Maine","245","4","0","16","2012/07","7","July","2012","40377","203","0","1022"
