Unknown,Josephine Magagnos,"Unknown, Unknown",Unknown,New Orleans,Theodore Johnston,"New Orleans, LA",LA,15.0,F,Clarissa,Negro,12/18/1856,1,0,1,0.00602698,Cash,0.07477,1050.0,1
New Orleans,Eliza Huntington,"New Orleans, LA",LA,Polk,Geph P. Ross,"Polk, TX",TX,20.0,M,Carlos,Negro,12/20/1856,1,0,1,0.00602698,Cash,0.07477,1150.0,1
Ascension,Louisa Doyal,"Ascension, LA",LA,New Orleans,Jane McNair Baldwin,"New Orleans, LA",LA,23.0,M,Thomas Jefferson,Mulatto,12/20/1856,1,0,1,0.00602698,Cash,0.07477,1200.0,1
New Orleans,Henry Hicke Crocker,"New Orleans, LA",LA,New Orleans,Cromwell & Taylor Unknown,"New Orleans, LA",LA,26.0,F,Sarah,Negro,12/10/1856,1,0,1,0.00583485,Cash and Credit,0.07230948,800.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Pensacola,Ezekiel E. Simpson,"Pensacola, FL",FL,29.0,F,Barney,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,710.0,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,24.0,M,Anthony,Negro,12/22/1856,3,0,3,0.00602698,Cash,0.07477,0.0,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,"Claude Frederick, Caroline Isabella Haifleigh Avet","New Orleans, LA",LA,25.0,F,Pauline,Griff,12/22/1856,1,0,1,0.00602698,Cash,0.07477,775.0,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,26.0,F,Caroline,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,800.0,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,16.0,F,Maria,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,950.0,1
New Orleans,Joseph Francois Avet,"New Orleans, LA",LA,New Orleans,Claude Frederick Avet,"New Orleans, LA",LA,26.0,M,Captain,Negro,12/22/1856,1,0,1,0.00602698,Cash,0.07477,1050.0,1
